"키","분류1","명칭","도로명 주소","전화번호","홈페이지주소","분류2","분류3"
"BE_IW12-0060","맛집","동강","중구 서소문로 134-7(태평로2가 318-1)","02-755-8404","","맛집","중식"
"BE_IW12-0061","맛집","동방홍","중구 퇴계로20길 31(남산동2가 18 - 9) (지하지상1층)","02-752-6732","","맛집","중식"
"BE_IW12-0062","맛집","딘타이펑","중구 남대문로 56(명동2가 104)","","","맛집","중식"
"BE_IW12-0063","맛집","딘타이펑코리아","중구 남대문로 56(명동2가 104)","02-771-2783","","맛집","중식"
"BE_IW12-0064","맛집","만다리","서울 중구 신당4동 333-67","02-2253-1139","","맛집","중식"
"BE_IW12-0065","맛집","명보성","서울 중구 저동1가 91-4","02-775-5200","","맛집","중식"
"BE_IW12-0066","맛집","배재반점","중구 서소문로 103(서소문동 55-1)","02-752-7666","","맛집","중식"
"BE_IW12-0067","맛집","안동장","중구 을지로124(을지로3가 315-18)","02-2266-3814","","맛집","중식"
"BE_IW12-0068","맛집","야래향","서울 중구 소공동 70번지 삼영빌딩 16층","02-752-3201","","맛집","중식"
"BE_IW12-0069","맛집","야래향","서울 중구 회현동1가 92-16","02-752-3991","","맛집","중식"
"BE_IW12-0070","맛집","예원","서울 중구 남창동 168-21","02-778-1640","","맛집","중식"
"BE_IW12-0071","맛집","예향","중구 서소문로101-1(서소문동 57-1)","02-775-0468","","맛집","중식"
"BE_IW12-0072","맛집","이화원","중구 다산로 175(신당2동 336-3)","02-2236-1888","","맛집","중식"
"BE_IW12-0073","맛집","자금성","서울 중구 북창동 19-3","02-775-3034","","맛집","중식"
"BE_IW12-0074","맛집","주래등","중구 세종대로11길 26(서소문동 120 - 35)","02-755-1539","","맛집","중식"
"BE_IW12-0075","맛집","중국성","중구 다동길 16(다동 170 - 1)","02-779-5050","","맛집","중식"
"BE_IW12-0076","맛집","화명","서울 중구 을지로2가 199-18","02-757-6767","","맛집","중식"
"BE_IW12-0077","맛집","KR명동삼계탕","서울 중구 충무로1가 25-9","02-778-7370","","맛집","한식"
"BE_IW12-0078","맛집","가나안뼈해장국","서울 중구 다산로 131 (신당동) ","02-2234-5200","","맛집","한식"
"BE_IW12-0079","맛집","가능골명가","중구 중림로10(중림동 200) ( 삼성사이버빌리지상가3동101-12345호)","02-312-6166","","맛집","한식"
"BE_IW12-0080","맛집","강남오리감자탕","서울 중구 신당동 292-46","02-2299-1090","http://www.onedang.com","맛집","한식"
"BE_IW12-0081","맛집","강호동백점(명동점)","서울 중구 명동2가 3-3","02-777-6780","","맛집","한식"
"BE_IW12-0082","맛집","거북이등","서울 중구 신당5동 142-5","02-2232-2188","","맛집","한식"
"BE_IW12-0083","맛집","경복궁","중구 마른내로6 (저동2가 88-5)","02-2266-2004","http://www.koreansteak.com","맛집","한식"
"BE_IW12-0084","맛집","고궁","중구 명동8가길 37(충무로2가 12 - 14 ) (지상12층)","02-776-3211","http://Ggogung.co.kr","맛집","한식"
"BE_IW12-0085","맛집","고기사랑","서울 중구 광희동1가 182-10호","02-2265-6492","","맛집","한식"
"BE_IW12-0086","맛집","고려삼계탕","중구 서소문로11길 1(서소문동55-3)","02-752-9376","","맛집","한식"
"BE_IW12-0087","맛집","고상","서울 중구 을지로5길 26 (수하동) ","02-6030-8955","http://baru-gosang.com","맛집","한식"
"BE_IW12-0088","맛집","고향집","서울 중구 광희동2가 35-1","02-2266-9166","","맛집","한식"
"BE_IW12-0089","중구 어디까지 가봤니?","골목맛집","","","","맛집","한식"
"BE_IW12-0090","맛집","곰국시집","중구 무교로 24(무교동 12 - 1)","02-756-3249","","맛집","한식"
"BE_IW12-0091","맛집","곰솥집","중구 명동3길 36(을지로2가 199-13)","02-756-4010","","맛집","한식"
"BE_IW12-0092","맛집","광개토","중구 삼일대로 341(저동1가 48)","02-773-1300","","맛집","한식"
"BE_IW12-0093","맛집","광동수산","서울 중구 신당6동 102-1","02-2231-6042","","맛집","한식"
"BE_IW12-0094","맛집","광화문두부촌","서울 중구 세종대로21길 49 (태평로1가) ","02-723-4883","","맛집","한식"
"BE_IW12-0580","쇼핑(살거리)","디자이너클럽 ","중구 을지로45길 72(신당1동 199-10)","02-2237-2503 ","","쇼핑","쇼핑타운"
"BE_IW12-0279","문화공간(볼거리)","이화여고100주년기념관 ","중구 정동길 26(정동 32)","","","문화공간","공연장"
"BE_IW12-0280","문화공간(볼거리)","정동극장","서울 중구 정동길 43(정동 8-11)","02-751-1500","http://miso.chongdong.com/","문화공간","공연장"
"BE_IW12-0281","문화공간(볼거리)","정동극장 ","중구 정동길 43(정동8-11)","","","문화공간","공연장"
"BE_IW12-0282","중구 어디까지 가봤니?","정동극장 [미소] 이제 당신이 볼 차례입니다!","","","","문화공간","공연장"
"BE_IW12-0283","중구 어디까지 가봤니?","중구 예술의 메카 충무아트홀","","","","문화공간","공연장"
"BE_IW12-0284","문화공간(볼거리)","충무아트홀","중구 퇴계로 387(흥인동 131)","02-2230-6600~6603 ","http://www.cmah.or.kr/","문화공간","공연장"
"BE_IW12-0285","문화공간(볼거리)","충무아트홀 ","중구 퇴계로 387(흥인동 131)","02-2230-6600~6603  ","http://www.cmah.or.kr/ ","문화공간","공연장"
"BE_IW12-0286","문화공간(볼거리)","한국의집 민속극장 ","중구 퇴계로36길 10(필동2가 80-2) ","","","문화공간","공연장"
"BE_IW12-0287","문화공간(볼거리)","한화손보(구 제일화재) 세실극장","중구 세종대로19길 16(정동3-7) ","","","문화공간","공연장"
"BE_IW12-0288","문화공간(볼거리)","한화손보(구 제일화재) 세실극장","서울시 중구 세종대로19길 16(정동3-7)","02-736-7600","http://www.ceciltheater.com/","문화공간","공연장"
"BE_IW12-0289","문화공간(볼거리)","해치홀","중구 명동8길 27(명동2가 31-1) M플라자 5층","","","문화공간","공연장"
"BE_IW12-0290","문화공간(볼거리)","해치홀","중구 명동8길 27(명동2가 31-1) M플라자 5층","02-3789-7962 ","http://cafe.naver.com/haichihall/ ","문화공간","공연장"
"BE_IW12-0291","문화공간(볼거리)","호암아트홀","중구 서소문로 88(순화동 7)","02-751-9606 ","http://www.hoamarthall.org/main/main.aspx ","문화공간","공연장"
"BE_IW12-0292","문화공간(볼거리)","호암아트홀","중구 서소문로 88(순화동 7)","02-751-9606","http://www.hoamarthall.org/main/main.aspx","문화공간","공연장"
"BE_IW12-0293","문화공간(볼거리)","남산 공원","서울특별시 중구 예장동 회현동 용산구 한남동 일대","","http://parks.seoul.go.kr/template/default.jsp?park_id=namsan","문화공간","공원"
"BE_IW12-0294","문화공간(볼거리)","남산공원 ","중구 예장동 회현동 용산구 한남동 일대","","http://parks.seoul.go.kr/template/default.jsp?park_id=namsan ","문화공간","공원"
"BE_IW12-0295","문화공간(볼거리)","늘푸른 어린이공원 ","중구 동호로11자길 19(신당동 432-917)","","","문화공간","공원"
"BE_IW12-0296","문화공간(볼거리)","다산 어린이공원","중구 다산로42길(신당동 123-1)   ","","","문화공간","공원"
"BE_IW12-0297","문화공간(볼거리)","다산어린이공원 ","중구 다산로42길(신당동 123-1)   ","","","문화공간","공원"
"BE_IW12-0298","중구 어디까지 가봤니?","도심속의 휴식공간 남산탐방로","","","","문화공간","공원"
"BE_IW12-0299","문화공간(볼거리)","무학봉 공원","중구 난계로6길 8(신당5동 산12-31)","","","문화공간","공원"
"BE_IW12-0300","문화공간(볼거리)","무학봉근린공원 ","중구 난계로6길 8(신당5동 산12-31)","","","문화공간","공원"
"BE_IW12-0301","문화공간(볼거리)","묵정 어린이공원 ","서울시 중구 퇴계로45길 32-12( 충무로5가 21)","","","문화공간","공원"
"BE_IW12-0302","문화공간(볼거리)","배재 어린이공원 ","중구 서소문로11길(정동 34-31)","","","문화공간","공원"
"BE_IW12-0303","문화공간(볼거리)","서소문 공원","서울시 중구 칠패로 5(의주로2가 16-2)","","","문화공간","공원"
"BE_IW12-0304","문화공간(볼거리)","서소문공원 ","중구 칠패로 5(의주로2가 16-2) ","","","문화공간","공원"
"BE_IW12-0305","문화공간(볼거리)","손기정 체육공원","서울시 중구 손기정로 101 (만리동 2가)","","","문화공간","공원"
"BE_IW12-0306","문화공간(볼거리)","손기정체육공원 ","중구 손기정로101(만리동2가 6-1)","","","문화공간","공원"
"BE_IW12-0307","문화공간(볼거리)","순화 문화공원","중구 통일로2길(순화동 11) (조선일보사 뒤)  ","","","문화공간","공원"
"BE_IW12-0308","문화공간(볼거리)","쌍림 어린이공원 ","서울시 중구 퇴계로 303-9(광희동1가 242)","","","문화공간","공원"
"BE_IW12-0309","문화공간(볼거리)","약수 어린이공원 ","다산로14길 41(신당동 842-1)","02-3396-5855","","문화공간","공원"
"BE_IW12-0310","문화공간(볼거리)","응봉 공원","중구 퇴계로76길 34(신당동 산36) 일대","","","문화공간","공원"
"BE_IW12-0311","문화공간(볼거리)","인현 어린이공원 ","중구 마른내로9길(인현동2가 142-1)","","","문화공간","공원"
"BE_IW12-0312","문화공간(볼거리)","장충단 공원 ","중구 동호로 257-10(장충동2가 197)","","","문화공간","공원"
"BE_IW12-0313","문화공간(볼거리)","정동 공원","서울시 중구 정동길 21-18(정동 15-1)","","","문화공간","공원"
"BE_IW12-0314","문화공간(볼거리)","정동공원 ","중구 정동길 21-18(정동 15-1)","","","문화공간","공원"
"BE_IW12-0315","중구 어디까지 가봤니?","즐거운 성곽길 걷기~","","","","문화공간","공원"
"BE_IW12-0316","문화공간(볼거리)","충현 어린이공원","중구 동호로11차길 1(신당동 432-540)","02-3396-5855","","문화공간","공원"
"BE_IW12-0317","문화공간(볼거리)","한빛미디어파크 문화공원","중구 남대문로10길 29(삼각동 7-1)","02-3396-5855","","문화공간","공원"
"BE_IW12-0318","문화공간(볼거리)","황학 어린이공원 ","중구 다산로48길 33(황학동 755)","","","문화공간","공원"
"BE_IW12-0319","문화공간(볼거리)","훈련원 공원","서울시 중구 을지로 227(을지로5가 40-3)","","","문화공간","공원"
"BE_IW12-0320","문화공간(볼거리)","훈련원공원","중구 을지로 227(을지로5가 40-3)","","","문화공간","공원"
"BE_IW12-0321","문화공간(볼거리)","고당기념관","중구 수표로 48-2(저동 2가 4)","02-2265-0220","","문화공간","기념관"
"BE_IW12-0322","문화공간(볼거리)","고당기념관","중구 수표로 48-2(저동 2가 4)   ","02-2265-0220","","문화공간","기념관"
"BE_IW12-0323","문화공간(볼거리)","고당기념관 ","중구 수표로 48-2(저동 2가 4)   ","02-2265-0220 ","","문화공간","기념관"
"BE_IW12-0324","중구 어디까지 가봤니?","다시 태어난 안중근 의사 기념관","","","","문화공간","기념관"
"BE_IW12-0325","문화공간(볼거리)","류관순 기념관","중구 정동길 26(정동 32)","02-752-3353","","문화공간","기념관"
"BE_IW12-0326","문화공간(볼거리)","류관순 기념관","서울시 중구 통일로4길 30-1(순화동 1-1)","02-752-3353","","문화공간","기념관"
"BE_IW12-0327","문화공간(볼거리)","류관순기념관 ","중구 정동길 26(정동 32)","02-752-3353 ","","문화공간","기념관"
"BE_IW12-0532","문화재","구 미국문화원(舊美國文化院)","중구  을지로 23(을지로1가 63)","","","문화재","유형/등록문화재"
"BE_IW12-0095","맛집","구팡돌할매보쌈","중구 덕수궁길 7(태평로2가 366-1)","02-754-4353","http://www.gupangdol.com","맛집","한식"
"BE_IW12-0096","맛집","군산오징어","중구 명동10길 35-9(명동2가 25 - 26)","02-773-9393","","맛집","한식"
"BE_IW12-0097","맛집","권가명가","중구 을지로43길 38(을지로6가 18-37) 삼정빌딩2층","02-2278-7379","","맛집","한식"
"BE_IW12-0098","맛집","금강보글보글섞어찌개","중구 명동7가길 20-8(을지로2가 199 - 61)","02-779-3610","","맛집","한식"
"BE_IW12-0099","맛집","금문","중구 정동길 6-1(정동 24-3)","02-756-0415","","맛집","한식"
"BE_IW12-0100","맛집","나도향","서울 중구 명동2길 8 (명동2가) ","02-752-2000","","맛집","한식"
"BE_IW12-0101","맛집","낙동강","서울 중구 다동 175번지","02-777-1797","","맛집","한식"
"BE_IW12-0102","맛집","남문토방","서울 중구 남대문시장길 73-5 (회현동1가)","02-778-6727","","맛집","한식"
"BE_IW12-0103","맛집","남산설렁탕","서울 중구 예장동 8-59","02-777-3959","","맛집","한식"
"BE_IW12-0104","맛집","남원정","중구 세종대로 135-7(태평로1가 62 - 9) 지상2층","02-736-4481","","맛집","한식"
"BE_IW12-0105","맛집","남원추어탕","서울 중구 을지로5가 79-1","02-2265-2394","","맛집","한식"
"BE_IW12-0106","맛집","남포면옥","서울 중구 다동 125번지","02-777-2269","","맛집","한식"
"BE_IW12-0107","맛집","느티나무와 곰이복이","서울 중구 신당동 251-131","02-2234-9713","","맛집","한식"
"BE_IW12-0108","맛집","느티나무집","서울 중구 장충동2가 186-74","02-186-74","","맛집","한식"
"BE_IW12-0109","맛집","다채","서울 중구 신당동 213-3 동원프라자2층","02-2231-3392","http://dachai.co.kr","맛집","한식"
"BE_IW12-0110","맛집","달개비","서울 중구 세종대로19길 16(정동 3-7)","02-763-3434","http://www.dalgaebi.com","맛집","한식"
"BE_IW12-0111","맛집","닭한마리돼지한근","서울 중구 장충동2가 25-3","02-2285-5988","","맛집","한식"
"BE_IW12-0112","맛집","담양숯불떡갈비","서울 중구 신당3동 372-37","02-2233-8569","","맛집","한식"
"BE_IW12-0113","맛집","대림정","중구 퇴계로 205(필동2가 13 - 18)","02-266-2678","http://www.daerimjung.com/","맛집","한식"
"BE_IW12-0114","맛집","대복","중구 퇴계로 253-7(충무로5가 20 - 13)","02-2275-7221","","맛집","한식"
"BE_IW12-0115","맛집","대복집","중구 세종대로14길 22-2(북창동 65)","02-755-0189","http://bookfood.net","맛집","한식"
"BE_IW12-0116","맛집","대원","서울 중구 충무로2가 12-19","02-776-1124","","맛집","한식"
"BE_IW12-0117","맛집","대원집","서울 중구 다동 124-2","02-777-2038","","맛집","한식"
"BE_IW12-0118","맛집","대장금","중구 동호로 235-14(장충동2가 200 - 82) 지상 1-2-3층","02-2233-3113","","맛집","한식"
"BE_IW12-0119","맛집","대장금한정식","중구 동호로 235-14(장충동2가 200 - 82) 지상 1-2-3층","02-2233-3113","","맛집","한식"
"BE_IW12-0120","맛집","돈궁","서울 중구 다동 134-1번지","02-756-1362","","맛집","한식"
"BE_IW12-0121","맛집","동해횟집","서울 중구 신당동 121-30","02-2253-5280","","맛집","한식"
"BE_IW12-0122","맛집","등촌샤브칼국수","중구 동호로 191(신당동 360-3)","02-2231-0779","","맛집","한식"
"BE_IW12-0123","맛집","마당집","중구 칠패로 28(순화동 206-2)","02-755-6616","","맛집","한식"
"BE_IW12-0124","맛집","만포집","서울 중구 마른내로 85 (예관동) ","02-2267-3934","","맛집","한식"
"BE_IW12-0125","맛집","말뚜기감자탕","서울 중구 장충동1가 59-2","02-2273-1341","","맛집","한식"
"BE_IW12-0126","맛집","명동교자","서울특별시 중구 명동10길 29 (명동2가)","02-776-5348","http://mdkj.co.kr ","맛집","한식"
"BE_IW12-0127","맛집","명동부대찌개","중구 명동길 25-7(명동1가 54 - 7)","02-752-6800","","맛집","한식"
"BE_IW12-0128","맛집","명동부대찌게","중구 명동길 25-7(명동1가 54 - 7)","02-752-6800","","맛집","한식"
"BE_IW12-0129","맛집","명동삼계탕","중구 세종대로21길 55(태평로1가 76-1)","02-778-7370","","맛집","한식"
"BE_IW12-0130","맛집","명동주물럭","서울 중구 명동2가 32-2번지","02-752-9292","","맛집","한식"
"BE_IW12-0131","맛집","명동함흥면옥","중구 명동10길 25(명동2가 26-2)","02-776-8430","","맛집","한식"
"BE_IW12-0132","맛집","모란","서울 중구 태평로2가 68-4","02-778-9450","","맛집","한식"
"BE_IW12-0133","맛집","목우촌명가","중구 통일로114(의주로1가 25-10)","02-6399-0301","","맛집","한식"
"BE_IW12-0134","맛집","목포낙지","서울 중구 신당6동 292-37","02-2232-2362","","맛집","한식"
"BE_IW12-0486","문화재","은성주점 터(銀星酒店址)","중구 명동3길 6(명동1가 60)개양빌딩 진입 골목길 입구 인도변","","","문화재","문화유적/동상"
"BE_IW12-0651","숙박(호텔)","메트로호텔","중구 명동9가길 14(을지로2가 199-33)","02-752-1112","http://www.metrohotel.co.kr/","숙박1","호텔"
"BE_IW12-0652","숙박(호텔)","밀레니엄 서울힐튼","중구 소월로 50(남대문로5가 395)","02-753-7788","http://www.hilton.co.kr/","숙박1","호텔"
"BE_IW12-0653","숙박(호텔)","반얀트리 클랩 앤 스파 서울","중구 장충단로 60(장충동2가 산5-5)","02-2250-8000","http://www.banyantreeclub.net/","숙박1","호텔"
"BE_IW12-0654","숙박(호텔)","베스트 윈스턴 뉴서울 호텔","중구 세종대로22길 16(태평로1가 29-1)","02-735-8800","http://www.bestwesternnewseoul.com/","숙박1","호텔"
"BE_IW12-0655","숙박(호텔)","베스트웨스턴 호텔국도","중구 을지로 164(을지로 4가 310)","02-6466-1234","http://www.hotelkukdo.com/","숙박1","호텔"
"BE_IW12-0656","숙박(호텔)","사보이호텔","중구 명동8나길 10(충무로1가 23-1)","02-776-2641","https://www.savoyhotel.co.kr/html/kor/wc/index.asp","숙박1","호텔"
"BE_IW12-0657","숙박(호텔)","서울 로얄호텔 ","중구 명동11길 9(명동1가 6)  ","02-756-1112 ","http://www.royal.co.kr/ ","숙박1","호텔"
"BE_IW12-0658","숙박(호텔)","서울 프린스 호텔","중구 퇴계로 130(남산동 2가 1-1)","02-752-7111","http://www.princeseoul.co.kr/","숙박1","호텔"
"BE_IW12-0659","숙박(호텔)","서울렉스호텔","중구 퇴계로10길 23(회현동1가 65)","02-752-3191","http://www.hotelrex.co.kr/","숙박1","호텔"
"BE_IW12-0660","숙박(호텔)","서울로얄호텔","서울특별시 중구 명동 11길 9","02-756-1112","http://www.royal.co.kr/","숙박1","호텔"
"BE_IW12-0661","숙박(호텔)","세종호텔","중구 퇴계로 145(충무로2가 61-3)","02-773-6000","http://www.sejong.co.kr/","숙박1","호텔"
"BE_IW12-0662","숙박(호텔)","써미트호텔","서울시 중구 장충단로 198 (장충동1가 31-7)","02-2285-0540","http://www.summithotelseoul.com/","숙박1","호텔"
"BE_IW12-0663","숙박(호텔)","아스토리아 호텔","중구 동호로 287 (장충동2가 186-54)","02-2275-1101","","숙박1","호텔"
"BE_IW12-0664","숙박(호텔)","아카시아호텔","중구 동호로 360(을지로 5가 99)","02-2277-4917~21","http://www.hotelacacia.co.kr/","숙박1","호텔"
"BE_IW12-0665","숙박(호텔)","웨스틴 조선호텔","중구 소공로 106(소공동 87)","02-771-0500","http://twc.echosunhotel.com/","숙박1","호텔"
"BE_IW12-0666","숙박(호텔)","이비스 앰배서더 명동","중구 남대문로 78(명동 59-5)","02-6272-1101","https://ibis.ambatel.com/FrontSite/ibis/myeongdong/intro.aspx ","숙박1","호텔"
"BE_IW12-0667","숙박(호텔)","이스트게이트타워호텔","중구 장충단로13길 20(을지로6가 17-2)","02-3407-0700","http://www.eastgatehotel.kr/","숙박1","호텔"
"BE_IW12-0668","숙박(호텔)","코리아나호텔","중구 세종대로21길 30(태평로1가 61)","02-2171-7000","http://www.koreanahotel.com/","숙박1","호텔"
"BE_IW12-0669","숙박(호텔)","파레스호텔","중구 퇴계로8길 13(회현동1가 92-6)","02-777-7731","","숙박1","호텔"
"BE_IW12-0670","숙박(호텔)","퍼시픽호텔","중구 퇴계로20길 2(남산동2가 31-1)","02-777-7811","http://www.thepacifichotel.co.kr/","숙박1","호텔"
"BE_IW12-0671","숙박(호텔)","프레이저 플레이스 센트럴 서울","중구 을지로 12(을지로 1가 202)","02-2220-8888 ","http://www.fraserplace.co.kr/ ","숙박1","호텔"
"BE_IW12-0672","숙박(호텔)","프레이저 플레이스센트럴 서울","중구 통일로 78(의주로1가  202)","02-2220-8888","http://www.fraserplace.co.kr/","숙박1","호텔"
"BE_IW12-0673","숙박(호텔)","프레지던트 호텔","중구 을지로 16(을지로1가 188-3)","02-753-3131","http://www.hotelpresident.co.kr/korean/","숙박1","호텔"
"BE_IW12-0674","숙박(호텔)","프레지던트호텔","중구 을지로 16(을지로1가 188-3)","02-753-3131","http://www.hotelpresident.co.kr/korean/","숙박1","호텔"
"BE_IW12-0675","숙박(호텔)","플라자 호텔","중구 소공로 119(태평로2가 12)","02-771-2200 ","http://www.hoteltheplaza.com/kor/","숙박1","호텔"
"BE_IW12-0676","숙박(호텔)","호텔PJ","중구 마른내로 72(인현동2가 73-1)","02-2280-7000","http://www.hotelpj.co.kr/","숙박1","호텔"
"BE_IW12-0677","숙박(호텔)","호텔신라","중구 동호로 249(장충동2가 202)","02-2233-3131","http://www.shilla.net/kr/seoul/index.jsp","숙박1","호텔"
"BE_IW12-0372","문화공간(볼거리)","한국 현대 문학관","중구 동호로 268(장충동2가 189)","02-2277-4857","http://www.kmlm.or.kr/main/","문화공간","전시장"
"BE_IW12-0373","문화공간(볼거리)","한국현대 문학관 ","중구 동호로 268(장충동2가 186-210)","02-2277-4857","http://www.kmlm.or.kr/main/ ","문화공간","전시장"
"BE_IW12-0374","문화재","광희문(光熙門)","중구 퇴계로 344(광희동 2가 106105-32105-30)","","","문화재","국보/사적"
"BE_IW12-0375","문화재","광희문(光熙門)","중구 퇴계로 344(광희동 2가 106105-32105-30)","","","문화재","국보/사적"
"BE_IW12-0376","문화재","구 러시아공사관(舊러시아公使館)","중구 정동길 21-18(정동 15-1) 등","","","문화재","국보/사적"
"BE_IW12-0377","문화재","구 러시아공사관(舊러시아公使館)","중구 정동길 21-18(정동 15-1번지)등","","","문화재","국보/사적"
"BE_IW12-0378","문화재","덕수궁(德壽宮)","중구 정동길 21-18(정동 5-1)","","","문화재","국보/사적"
"BE_IW12-0379","문화재","덕수궁(德壽宮)","중구 세종대로99(정동5-1)","","","문화재","국보/사적"
"BE_IW12-0380","문화재","덕수궁(德壽宮)","중구 세종대로99(정동 5-1)","02-771-9951","http://www.deoksugung.go.kr/","문화재","국보/사적"
"BE_IW12-0381","중구 어디까지 가봤니?","덕수궁입니다","","","","문화재","국보/사적"
"BE_IW12-0382","문화재","명동성당(明洞聖堂)","중구 명동길 74(명동 2가 1-1)","","","문화재","국보/사적"
"BE_IW12-0383","문화재","명동성당(明洞聖堂)","중구 명동길 74(명동 2가 1-1번지)","02-774-1784","http://www.mdsd.or.kr/","문화재","국보/사적"
"BE_IW12-0384","중구 어디까지 가봤니?","서울 성곽길 걷기","","","","문화재","국보/사적"
"BE_IW12-0385","문화재","서울 역사(驛舍)","중구 통일로1(봉래동 2가 122-28)","","","문화재","국보/사적"
"BE_IW12-0386","문화재","서울 역사(驛舍)","중구 통일로 1(봉래동 2가 122-28)","042-481-4650 ","","문화재","국보/사적"
"BE_IW12-0387","문화재","서울성곽(城郭)","중구 퇴계로56길 47(장충동 2가 4-5)","","","문화재","국보/사적"
"BE_IW12-0388","문화재","서울성곽(城郭)","중구 퇴계로56길 47(장충동 2가 4-5)","","http://www.bukak.or.kr/","문화재","국보/사적"
"BE_IW12-0389","문화재","숭례문(崇禮門)","중구 세종대로40(남대문로 4가 29)","","","문화재","국보/사적"
"BE_IW12-0390","문화재","숭례문(崇禮門)","중구 세종대로40(남대문로 4가 29)","042-481-4650","http://www.sungnyemun.or.kr/","문화재","국보/사적"
"BE_IW12-0391","문화재","숭례문(崇禮門)","중구 세종대로40(남대문로 4가 29)","042-481-4650","http://www.cha.go.kr/korea/heritage/search/Culresult_Db_View.jsp?mc=NS_04_03_01&VdkVgwKey=110001000011&flag=Y","문화재","국보/사적"
"BE_IW12-0392","문화재","약현성당(藥峴聖堂)","중구 청파로447-1(중림동 149-2)","","","문화재","국보/사적"
"BE_IW12-0601","쇼핑(살거리)","케레스타 ","중구 장충단로13길 20( 을지로6가 17)","02-2265-3531 ","","쇼핑","쇼핑타운"
"BE_IW12-0602","쇼핑(살거리)","케레스타 ","중구 장충단로13길 20( 을지로6가 17)","02-2265-3531 ","","쇼핑","쇼핑타운"
"BE_IW12-0603","쇼핑(살거리)","테크노상가","중구 마장로1가길 17(신당동 213-51)","02-2232-4821","","쇼핑","쇼핑타운"
"BE_IW12-0604","쇼핑(살거리)","테크노상가  ","중구 마장로1가길 17(신당동 213-51)","02-2232-4821","","쇼핑","쇼핑타운"
"BE_IW12-0605","쇼핑(살거리)","헬로에이피엠","중구 장충단로 253(을지로6가 18-35)","02-6388-1114 ","http://www.helloapm.com/ ","쇼핑","쇼핑타운"
"BE_IW12-0606","쇼핑(살거리)","헬로에이피엠 ","중구 장충단로 253(을지로6가 18-35)","02-6388-1114 ","http://www.helloapm.com/ ","쇼핑","쇼핑타운"
"BE_IW12-0607","쇼핑(살거리)","혜양엘리시움 ","중구 마장로1길 18(신당동 213-49)","02-2250-1114 ","","쇼핑","쇼핑타운"
"BE_IW12-0608","쇼핑(살거리)","혜양엘리시움 ","중구 마장로1길 18(신당동 213-49)","02-2250-1114 ","","쇼핑","쇼핑타운"
"BE_IW12-0609","쇼핑(살거리)","광희시장 ","중구 마장로1길 21(신당1동 777)","02-2238-4352","","쇼핑","전통시장"
"BE_IW12-0610","쇼핑(살거리)","광희시장 ","중구 마장로1길 21(신당1동 777)","02-2238-4352","","쇼핑","전통시장"
"BE_IW12-0611","쇼핑(살거리)","남대문시장","중구 남대문시장4길 21(남창동 49)","02-753-2805","http://www.namdaemunmarket.co.kr/","쇼핑","전통시장"
"BE_IW12-0612","쇼핑(살거리)","남대문시장","중구 남대문시장4길 21(남창동 49)","02-753-2805","","쇼핑","전통시장"
"BE_IW12-0613","쇼핑(살거리)","남평화시장","중구 장충단로 282-10","02-2237-0622","","쇼핑","전통시장"
"BE_IW12-0614","쇼핑(살거리)","남평화시장 ","중구 장충단로 282-10(신당1동 772)","02-2237-0620 ","","쇼핑","전통시장"
"BE_IW12-0615","쇼핑(살거리)","남평화시장 ","중구 장충단로 282-10(신당1동 772)","02-2237-0622","","쇼핑","전통시장"
"BE_IW12-0616","쇼핑(살거리)","동평화시장","중구 청계천로 318(신당1동 217-92)","02-2238-7791","","쇼핑","전통시장"
"BE_IW12-0617","쇼핑(살거리)","동화시장 ","중구 장충단로13길 20(을지로6가 17-2)","02-2265-9611~5 ","","쇼핑","전통시장"
"BE_IW12-0618","쇼핑(살거리)","동화시장 ","중구 장충단로13길 34(을지로6가 17-415)","02-2265-9611~5 ","","쇼핑","전통시장"
"BE_IW12-0619","쇼핑(살거리)","방산종합시장","중구 동호로37길 20(주교동 19-1)","02-2268-6691 ~6694","http://www.방산종합시장.kr","쇼핑","전통시장"
"BE_IW12-0620","쇼핑(살거리)","방산종합시장","중구 동호로37길 20(주교동 19-1)","02-2268-6691 ~6694","http://bangsanmarket.net/home/home/best/index.php","쇼핑","전통시장"
"BE_IW12-0621","쇼핑(살거리)","삼익패션타운 ","중구 남대문시장8길 7(남창동 5)","02-757-3352 ","","쇼핑","전통시장"
"BE_IW12-0622","쇼핑(살거리)","삼익패션타운 ","중구 남대문시장8길 7(남창동 5)","02-757-3352 ","","쇼핑","전통시장"
"BE_IW12-0623","쇼핑(살거리)","서울중앙시장 ","중구 퇴계로85길22(황학동 409)   ","02-2232-9559","","쇼핑","전통시장"
"BE_IW12-0624","쇼핑(살거리)","서울중앙시장 ","중구 퇴계로85길 22(황학동 409)","02-2232-9559","","쇼핑","전통시장"
"BE_IW12-0625","쇼핑(살거리)","숭례문 수입상가 ","중구 남대문시장4길 28-16(남창동 51-1)","02-3455-3133 ","","쇼핑","전통시장"
"BE_IW12-0626","쇼핑(살거리)","숭례문 수입상가 ","중구 남대문시장4길 28-16(남창동 51-1)","02-3455-3133 ","","쇼핑","전통시장"
"BE_IW12-0627","쇼핑(살거리)","신중부시장 ","중구 을지로32길 24","02-2273-0006 ","","쇼핑","전통시장"
"BE_IW12-0628","쇼핑(살거리)","신중부시장 ","중구 을지로32길 24(오장동 44-2)","02-2273-0006 ","","쇼핑","전통시장"
