개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),점포구분명
3060000,2.01E+18,20010418,,1,영업/정상,1,정상영업,,,,,02-439-1144,9776.28,,서울특별시 중랑구 상봉동 81호,서울특별시 중랑구 망우로 336 (상봉동),131858,코스트코홀세일 상봉점,2.02E+13,I,59:59.0,대형마트,207897.2604,454953.3634,대규모점포
3070000,2.02E+18,20190524,,1,영업/정상,1,정상영업,,,,,02-926-6405,0,,서울특별시 성북구 돈암동 609번지 1호 스카이프라자상가,서울특별시 성북구 성북로4길 52 (돈암동 한신한진아파트),2831,동소문스카이상가,2.02E+13,I,20:55.0,그 밖의 대규모점포,200841.727,454721.5052,대규모점포
3070000,2.02E+18,20190613,,1,영업/정상,1,정상영업,,,,,02-912-9110,5022.21,,서울특별시 성북구 길음동 535-8535-26540-2540-7,,,길음시장,2.02E+13,I,21:11.0,그 밖의 대규모점포,,,대규모점포
3070000,2.02E+18,20190529,,1,영업/정상,1,정상영업,,,,,02-912-9110,4612.41,,서울특별시 성북구 길음동 535번지8호 535번지26호 540번지2호,,,길음시장,2.02E+13,I,20:59.0,그 밖의 대규모점포,,,대규모점포
3070000,2.01E+18,20170427,,1,영업/정상,1,정상영업,,,,,02 9185651,80.49,136111,서울특별시 성북구 길음1동 1285번지 7호,서울특별시 성북구 오패산로4길 17 (하월곡동),136130,롯데마켓999 하월곡점,2.02E+13,I,59:59.0,구분없음,201621.3317,456272.2617,준대규모점포
3070000,2.01E+18,20120521,,1,영업/정상,1,정상영업,,,,,02   9155603,685.6,136140,서울특별시 성북구 장위동 316번지 3호,서울특별시 성북구 월계로40길 7 (장위동),136140,롯데마이슈퍼 장위점,2.02E+13,I,59:59.0,구분없음,204208.6312,457844.348,준대규모점포
3070000,2.01E+18,20120521,,1,영업/정상,1,정상영업,,,,,02  914 5601,257,136854,서울특별시 성북구 정릉3동 1034번지,서울특별시 성북구 정릉로 307 (정릉동),136100,롯데마이슈퍼 정릉점,2.02E+13,I,59:59.0,구분없음,201548.4956,455659.8179,준대규모점포
3070000,2.01E+18,20120601,,1,영업/정상,1,정상영업,,,,,9675571,0,,,서울특별시 성북구 돌곶이로22가길 27 (석관동),136818,석관시장,2.02E+13,I,59:59.0,시장,205254.2626,456319.5567,대규모점포
3070000,2.01E+18,20120706,,1,영업/정상,1,정상영업,,,,,02-926-6323,3006,,,서울특별시 성북구 인촌로2길 37 (보문동4가),136084,보문시장(주),2.01E+13,I,59:59.0,시장,201858.4883,453868.7203,대규모점포
3070000,2.01E+18,20120806,,1,영업/정상,1,정상영업,,,,,,1918,136150,서울특별시 성북구 석관동 279번지 39호,서울특별시 성북구 한천로73길 26 (석관동),136150,석관황금시장,2.01E+13,I,59:59.0,시장,205365.358,456371.165,대규모점포
3070000,2.01E+18,20121016,,1,영업/정상,1,정상영업,,,,,02-926-6405,14370,136751,서울특별시 성북구 돈암동 609번지 1호,서울특별시 성북구 성북로4길 52 (돈암동),136751,동소문스카이상가,2.02E+13,I,59:59.0,시장,200841.727,454721.5052,대규모점포
3070000,2.01E+18,20130114,,1,영업/정상,1,정상영업,,,,,070-7799-9129,0,,,서울특별시 성북구 장월로12길 41-1 (장위동),136829,장위전통시장,2.01E+13,I,59:59.0,시장,204407.2508,456638.1945,대규모점포
3070000,2.01E+18,20080529,,1,영업/정상,1,정상영업,,,,,02-944-1052,10006,136800,서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구 도봉로 17 (길음동),136800,이마트 미아점,2.02E+13,U,40:00.0,대형마트,202555.3009,456503.0662,대규모점포
3070000,2.01E+18,20120425,,1,영업/정상,1,정상영업,,,,,02 9259523,17056,136051,서울특별시 성북구 동선동1가 1번지 2호,서울특별시 성북구 동소문로 106 (동선동1가),136051,유타쇼핑몰,2.02E+13,U,40:00.0,쇼핑센터,201447.4187,454477.1033,대규모점포
3060000,2.01E+18,20101229,,1,영업/정상,1,정상영업,,,,,269228100,22618.65,131221,서울특별시 중랑구 상봉1동 500번지,서울특별시 망우로 353-0 (상봉동 프레미어스 엠코),131857,홈플러스(주) 서울 상봉점,2.02E+13,U,03:00.0,대형마트,207923.7459,455090.7183,
3010000,2.02E+18,20210716,,1,영업/정상,5,영업개시전,,,,,02-3452-2379,8767.97,,서울특별시 중구 남대문로2가 9-1,,,센터포인트 명동,2.02E+13,I,08:00.0,쇼핑센터,198401.7013,451374.3122,
3070000,2.01E+18,20120224,,1,영업/정상,1,정상영업,,,,,02-6936-1251,10745,136735,서울특별시 성북구 하월곡동 230번지 동일하이빌뉴시티아파트,서울특별시 성북구 종암로 167 (하월곡동 동일하이빌뉴시티아파트),136735,이마트 하월곡점,2.02E+13,U,40:00.0,대형마트,202667.4688,455858.9208,대규모점포
3070000,2.02E+18,20170426,,1,영업/정상,1,정상영업,,,,,02-2006-3215,301.45,,,서울특별시 성북구 보문사길 111 (보문동6가 보문파크뷰자이),2874,(주)지에스리테일 성북보문점,2.02E+13,I,59:59.0,구분없음,201509,453158,준대규모점포
3070000,2.00E+18,19611204,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 성북구 보문동4가 1번지 1   호   ,,,보문시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3070000,2.00E+18,19990225,,1,영업/정상,1,정상영업,,,,,02 9135724,,,서울특별시 성북구 하월곡동 88번지 345호   ,,,미아시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3070000,2.00E+18,19990121,,1,영업/정상,1,정상영업,,,,,02 9675571,,,서울특별시 성북구 석관동 270호   ,,,석관시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3070000,2.00E+18,19710522,,1,영업/정상,1,정상영업,,,,,02 9620580,,,서울특별시 성북구 석관동 338번지 18호   ,,,새석관시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,204582.6803,456210.8363,
3070000,2.00E+18,19720930,,1,영업/정상,1,정상영업,,,,,02 9157301,,,서울특별시 성북구 장위동 301호   ,,,번동시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,204162.7777,457664.9619,
3070000,2.00E+18,20010811,,1,영업/정상,1,정상영업,,,,,02  21173014,36583,,서울특별시 성북구 길음동 20번지 1호,서울특별시 성북구 동소문로 315 (길음동 현대백화점미아점),136719,현대백화점 미아점,2.02E+13,U,40:00.0,백화점,202466.8011,456227.5717,대규모점포
3070000,2.00E+18,20030210,,1,영업/정상,1,정상영업,,,,20030210,02 9436563,2973.4,136802,서울특별시 성북구 길음동 535번지 8호,서울특별시 성북구 동소문로 227 (길음동),136802,길음시장,2.02E+13,I,59:59.0,시장,201852.5885,455598.9475,대규모점포
3070000,2.00E+18,20080529,,1,영업/정상,1,정상영업,,,,,203805234,10006,,서울특별시 성북구 길음동 25번지 2호,,,신세계이마트미아점,2.01E+13,I,59:59.0,대형마트,202555.3009,456503.0662,
3070000,2.00E+18,20040922,,1,영업/정상,1,정상영업,,,,,02-944-1234,18964,136111,서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구  도봉로  17 (길음동),136111,이마트 미아점,2.01E+13,I,59:59.0,대형마트,202555.3009,456508.4952,대규모점포
3070000,2.01E+18,20080620,,1,영업/정상,1,정상영업,,,,,915-4230,3583,136143,서울특별시 성북구 장위동 60번지 1호,,,삼익아파트상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,205020.6087,456783.7666,
3070000,2.01E+18,20081027,,1,영업/정상,1,정상영업,,,,,209413506,4382.65,,서울특별시 성북구 종암동 132번지,서울특별시 성북구 종암로 132 (종암동 종암우림카이저팰리스),2797,종암우림카이저팰리스주상복합,2.02E+13,I,59:59.0,그 밖의 대규모점포,202887.7362,455516.2032,대규모점포
3070000,2.01E+18,20100428,,1,영업/정상,1,정상영업,,,,,9203485,10006,,서울특별시 성북구 길음동 25번지 2호 신세계 이마트 미아점,서울특별시 성북구 도봉로 17 신세계 이마트 미아점 (길음동),2729,이마트 미아점,2.02E+13,U,40:00.0,대형마트,202555.3009,456503.0662,대규모점포
3070000,2.01E+18,20100630,,1,영업/정상,1,정상영업,,,,,02-944-1051,19201,136735,서울특별시 성북구 길음2동 230번지 동일하이빌뉴시티아파트,서울특별시 성북구 종암로 167  동 (하월곡동),136130,이마트 하월곡점,2.01E+13,I,59:59.0,대형마트,202667.4688,455858.9208,대규모점포
3070000,2.01E+18,20110902,,1,영업/정상,1,정상영업,,,,,921 8053,1202,,,서울특별시 성북구 성북로4길 52 (돈암동 한진아파트),136753,GS슈퍼마켓 동소문점,2.02E+13,I,59:59.0,구분없음,200841.727,454873.8254,준대규모점포
3070000,2.01E+18,20110902,,1,영업/정상,1,정상영업,,,,,02  32913333,331,136062,서울특별시 성북구 돈암2동 636번지,서울특별시 성북구 북악산로 844 (돈암동 돈암이수브라운스톤아파트),136793,GS슈퍼마켓 돈암점,2.02E+13,I,59:59.0,그 밖의 대규모점포,201501.4745,455061.6986,준대규모점포
3070000,2.01E+18,20120412,,1,영업/정상,1,정상영업,,,,,02  60531252,202,136720,서울특별시 성북구 길음1동 1284번지 삼성래미안3차아파트,서울특별시 성북구 길음로 33 (길음동 길음뉴타운8단지아파트),136731,GS슈퍼마켓 길음뉴타운점,2.02E+13,I,59:59.0,그 밖의 대규모점포,201514.9828,456137.0843,준대규모점포
3070000,2.01E+18,20120412,,1,영업/정상,1,정상영업,,,,,02   9412227,198,136111,서울특별시 성북구 길음1동 1280번지 6호,서울특별시 성북구 길음로 103 (길음동),136110,GS수퍼마켓 길음점,2.02E+13,I,59:59.0,그 밖의 대규모점포,201517.3853,456504.5619,준대규모점포
3070000,2.01E+18,20120420,,1,영업/정상,1,정상영업,,,,,918-5651,80.49,136131,서울특별시 성북구 월곡1동 62번지 1호,,,롯데슈퍼하월곡점,2.01E+13,I,59:59.0,,203353.7989,455765.4171,준대규모점포
3070000,2.01E+18,20170427,,1,영업/정상,1,정상영업,,,,,02   9235601,739,136035,서울특별시 성북구 동소문동5가 75번지,서울특별시 성북구 동소문로 98 (동소문동5가),136035,롯데마이슈퍼 동소문점,2.02E+13,I,59:59.0,구분없음,201358.894,454439.0851,준대규모점포
3070000,2.00E+18,19980522,,2,휴업,2,휴업처리,,,,,02 9434044,,,서울특별시 성북구 장위동 68번지 1014호   ,,,코코마트,2.01E+13,I,59:59.0,그 밖의 대규모점포,204367.3478,456732.945,
3070000,2.00E+18,19940429,,2,휴업,2,휴업처리,,,,,02 9434044,,,서울특별시 성북구 장위동 68번지 1014호   ,,,코코마트,2.01E+13,I,59:59.0,그 밖의 대규모점포,204367.3478,456732.945,
3070000,2.00E+18,19880514,,2,휴업,2,휴업처리,,,,,02 9620580,10006,,서울특별시 성북구 길음동 25번지 2호   ,,,신세계백화점 미아점,2.01E+13,I,59:59.0,백화점,202555.3009,456503.0662,
3070000,2.00E+18,20030210,,2,휴업,2,휴업처리,,,,,02 9436563,6058.38,,서울특별시 성북구 길음동 540번지 2호   ,,,길음시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,201876.5217,455664.6353,
3080000,2.01E+18,20120322,,1,영업/정상,1,정상영업,,,,,980-5670,788.08,,,서울특별시 강북구 도봉로33길 18 (미아동),142815,(주)농협유통 미아점,2.01E+13,I,59:59.0,대형마트,202266.4487,457691.8024,준대규모점포
3080000,1.97E+18,19661219,,1,영업/정상,1,정상영업,,,,,02-989-4730,5301.07,,서울특별시 강북구 수유동 54번지 5호 수유시장,서울특별시 강북구 도봉로67길 18 수유시장 (수유동),1117,수유시장,2.02E+13,I,21:48.0,그 밖의 대규모점포,201956.181,458714.3658,대규모점포
3080000,1.97E+18,19711118,,1,영업/정상,1,정상영업,,,,,02-902-1353,3634.6,,서울특별시 강북구 수유동 32번지 2호 수유중앙시장,서울특별시 강북구 노해로17길 21 수유중앙시장 (수유동),1076,수유중앙시장,2.02E+13,I,21:48.0,그 밖의 대규모점포,201812.9047,459775.9928,대규모점포
3110000,2.01E+18,20110725,,1,영업/정상,1,정상영업,,,,,02-358-8546,510,122819,서울특별시 은평구 구산동 1번지 24호,서울특별시 은평구 서오릉로 145 (구산동),,홈플러스(주)익스프레스구산점,2.02E+13,U,09:00.0,그 밖의 대규모점포,192563.8745,456570.0846,
3080000,1.97E+18,19710719,,1,영업/정상,1,정상영업,,,,,02-901-1683,2651,142061,서울특별시 강북구 번1동 413번지 3호,서울특별시 강북구 한천로123길 26 (번동),142061,북부시장,2.01E+13,I,59:59.0,시장,202608.9341,459320.0308,대규모점포
3080000,1.98E+14,19750211,,1,영업/정상,1,정상영업,,,,,02-980-0740,3243,,서울특별시 강북구 미아동 701번지 3호 동북프라자,서울특별시 강북구 솔샘로 233 동북프라자 (미아동),1189,동북시장,2.02E+13,I,59:59.0,그 밖의 대규모점포,201589.778,457545.1009,대규모점포
3080000,2.01E+18,19620821,,1,영업/정상,1,정상영업,,,,,02-993-0240,1061,,,서울특별시 강북구 노해로23길 68 (수유동),142879,우이시장,2.01E+13,I,59:59.0,시장,201692.8689,460402.0655,대규모점포
3080000,2.01E+18,20141224,,1,영업/정상,1,정상영업,,,,,02-981-1151,12353.04,142100,서울특별시 강북구 미아동 71번지 1호,서울특별시 강북구 도봉로 52 (미아동),142100,연이스퀘어,2.02E+13,U,40:00.0,쇼핑센터,202615,456822,대규모점포
3180000,2.01E+18,20110630,,1,영업/정상,1,정상영업,,,,,02-833-8545,240.5,150833,서울특별시 영등포구 도림동 251번지 5호,서울특별시 영등포구 도신로 75 (도림동),150833,홈플러스(주) 익스프레스 도림점,2.02E+13,U,09:00.0,구분없음,191157.1393,444953.0052,
3080000,2.00E+18,19980625,,1,영업/정상,1,정상영업,,,,,02 9822278,4239.91,,서울특별시 강북구 수유동 63번지,서울특별시 강북구 도봉로 261 (수유동 삼호아파트수유프라자),1114,수유프라자,2.02E+13,U,40:00.0,복합쇼핑몰,202000.5137,458815.9777,대규모점포
3080000,2.00E+18,20031209,,1,영업/정상,1,정상영업,,,,,982-2278,0,142874,서울특별시 강북구 수유동 63번지,서울특별시 강북구 도봉로 261 (수유동),142874,수유프라자,2.02E+13,I,59:59.0,그 밖의 대규모점포,202000.5137,458815.9777,대규모점포
3080000,2.00E+18,20030425,,1,영업/정상,1,정상영업,,,,,02 9881430,9258,,서울특별시 강북구 미아동 58호,서울특별시 강북구 도봉로 45 (미아동),142100,숭인시장,2.02E+13,U,40:00.0,그 밖의 대규모점포,202558.5818,456709.9163,대규모점포
3080000,2.01E+18,20061214,,1,영업/정상,1,정상영업,,,,,02   9442500,45651.37,,서울특별시 강북구 미아동 70번지 6   호,서울특별시 강북구 도봉로 62 (미아동),142804,롯데백화점 미아점,2.02E+13,I,59:59.0,백화점,202625.6463,456875.974,대규모점포
3080000,2.01E+18,20070713,,1,영업/정상,1,정상영업,,,,,29943989,2837,142876,서울특별시 강북구 수유동 179번지 5호,서울특별시 강북구 한천로148길 12-43 (수유동),142876,강북종합시장,2.01E+13,I,59:59.0,시장,202197.0963,459964.5306,대규모점포
3080000,2.01E+18,20080710,,1,영업/정상,1,정상영업,,,,,02-903-5546,1698.5,142870,서울특별시 강북구 수유동 405번지 5호,서울특별시 강북구 삼양로91길 11-12 (수유동),142870,수유북부시장,2.02E+13,U,40:00.0,그 밖의 대규모점포,201354.5535,459317.5831,대규모점포
3080000,2.01E+18,20090910,,1,영업/정상,1,정상영업,,,,,9867000,4834.6,142804,서울특별시 강북구 송중동,서울특별시 강북구 도봉로 34 (미아동),142120,트레지오,2.02E+13,U,37:45.0,쇼핑센터,202642.446,456636.3082,대규모점포
3080000,2.01E+18,20110103,,1,영업/정상,1,정상영업,,,,,02-994-3989,2837,142073,서울특별시 강북구 수유3동 179번지 5호,서울특별시 강북구 한천로148길 12-43 (수유동),142876,강북종합시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,202197.0963,459964.5306,대규모점포
3080000,2.01E+18,20110124,,1,영업/정상,1,정상영업,,,,,02-902-1683,2736.8,142061,서울특별시 강북구 번1동 413번지 3호,서울특별시 강북구 한천로123길 26 (번동),142864,강북 북부시장,2.02E+13,U,40:00.0,시장,202608.9341,459320.0308,대규모점포
3080000,2.01E+18,20110823,,1,영업/정상,1,정상영업,,,,,6933-8701,490,142100,서울특별시 강북구 미아동 1357번지 6호,서울특별시 강북구 삼양로27길 35-21 (미아동),142807,(주)지에스리테일GS수퍼 강북미아점,2.02E+13,I,59:59.0,대형마트,201602.5775,457290.1007,준대규모점포
3080000,2.01E+18,20110909,,1,영업/정상,1,정상영업,,,,,209441510,8319.26,142100,서울특별시 강북구 미아동 1359번지,서울특별시 강북구 삼양로 247 (미아동),142100,롯데쇼핑(주) 롯데마트 삼양점,2.02E+13,I,59:59.0,대형마트,201494.6273,458136.3423,대규모점포
3080000,2.01E+18,20110916,,1,영업/정상,1,정상영업,,,,,2290-5853,1662.2,142071,서울특별시 강북구 수유1동 54번지 5호,서울특별시 강북구 도봉로67길 18 (수유동),142874,롯데쇼핑(주)롯데슈퍼수유점,2.02E+13,I,59:59.0,대형마트,201956.181,458714.3658,준대규모점포
3080000,2.00E+18,19981012,,2,휴업,2,휴업처리,,,,,02 9880450,,,서울특별시 강북구 수유동 63호   ,,,수유프라자,2.01E+13,I,59:59.0,그 밖의 대규모점포,202000.5137,458815.9777,
3080000,2.01E+18,20070517,,2,휴업,2,휴업처리,,,,,02   9867000,3553.11,,서울특별시 강북구 미아동 35번지 4   호 도봉로32  ,,,트레지오,2.01E+13,I,59:59.0,쇼핑센터,,,
3100000,1.97E+18,19721207,,2,휴업,2,휴업처리,,,,,,3137,,서울특별시 노원구 상계동 389번지 234호   ,,,상계중앙시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3080000,2.01E+18,20111202,,1,영업/정상,1,정상영업,,,,,32813652,500.56,142807,서울특별시 강북구 미아동 1351번지,서울특별시 강북구 도봉로 157 112호 (미아동 두원프라자),142814,(주)이마트에브리데이 미아동점,2.02E+13,U,09:00.0,대형마트,202314.4797,457821.8531,
3090000,2.02E+18,20190328,,1,영업/정상,1,정상영업,,,,,6052-7704,3338.57,,서울특별시 도봉구 쌍문동 711번지 금강아미움파크타운,서울특별시 도봉구 방학로5길 33 금강아미움파크타운 (쌍문동 금강아미움파크타운),1391,금강아미움쇼핑센터,2.02E+13,U,40:00.0,그 밖의 대규모점포,203296.1646,462113.8605,대규모점포
3090000,2.01E+18,20101130,,1,영업/정상,1,정상영업,,,,,954-1510,3629.76,132010,서울특별시 도봉구 도봉동 657번지,서울특별시 도봉구 마들로 724 (도봉동),132010,도봉한양프라자,2.01E+13,I,59:59.0,그 밖의 대규모점포,204136.5845,463573.1022,대규모점포
3090000,2.01E+18,19890804,,1,영업/정상,1,정상영업,,,,19860804,956-4004,2775.53,132828,서울특별시 도봉구 방학동 271번지 2호,서울특별시 도봉구 방학로 223 (방학동),132828,신동아프라자,2.01E+13,I,59:59.0,그 밖의 대규모점포,202326.1758,462116.4086,대규모점포
3070000,2.02E+18,20140117,,1,영업/정상,1,정상영업,,,,,7077999129,7194,,서울특별시 성북구 장위동 68-225,서울특별시 성북구 장월로12길 41-1 장위전통시장 상인회 (장위동),2769,장위전통시장상인회,2.02E+13,I,08:00.0,시장,204407.2508,456638.1945,
3090000,2.00E+18,20030203,,1,영업/정상,1,정상영업,,,,,02-954-6442,4036.49,132731,서울특별시 도봉구 도봉동 30번지 1호 도봉한신쇼핑상가,서울특별시 도봉구 도봉로180나길 41 (도봉동),132731,도봉한신쇼핑상가,2.02E+13,U,40:00.0,그 밖의 대규모점포,204169.8477,464814.7174,대규모점포
3090000,2.01E+18,19951129,,1,영업/정상,1,정상영업,,,,20120515,905-5362,3364.41,132784,서울특별시 도봉구 창동 804번지,서울특별시 도봉구 덕릉로63가길 61 (창동),132784,대우상가,2.01E+13,I,59:59.0,시장,203242.9685,460001.0811,대규모점포
3090000,2.01E+18,20120105,,1,영업/정상,1,정상영업,,,,20120105,903-0900,784.04,132042,서울특별시 도봉구 창2동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),132042,(주)에브리데이리테일 창동점,2.01E+13,I,59:59.0,구분없음,203027.6271,460124.4184,준대규모점포
3090000,2.01E+18,20120315,,1,영업/정상,1,정상영업,,,,,903-5601,705.1,132032,서울특별시 도봉구 쌍문2동 19번지,서울특별시 도봉구 도당로 10 (쌍문동),132858,롯데슈퍼 쌍문점,2.02E+13,I,59:59.0,구분없음,203048.6693,461867.6479,준대규모점포
3090000,2.01E+18,20120318,,1,영업/정상,1,정상영업,,,,,903-5602,197.7,132041,서울특별시 도봉구 창1동 651번지 36호,서울특별시 도봉구 도봉로110길 65 (창동),132925,롯데슈퍼 창동점,2.02E+13,I,59:59.0,구분없음,203207.6253,460455.8376,준대규모점포
3090000,2.01E+18,20060904,,1,영업/정상,1,정상영업,,,,,02-907-0033,5648.26,132918,서울특별시 도봉구 창동 581번지 28호,서울특별시 도봉구 덕릉로57길 30 (창동),132918,삼익쇼핑,2.01E+13,I,59:59.0,그 밖의 대규모점포,203220.9214,459746.9244,대규모점포
3090000,2.01E+18,20100402,,1,영업/정상,1,정상영업,,,,,02-901-1050,4297.5,132904,서울특별시 도봉구 창동 135번지 26호,서울특별시 도봉구 노해로65길 4 (창동),132904,(주) 이마트 창동점,2.02E+13,U,40:00.0,대형마트,204107.0903,461072.6424,대규모점포
3090000,2.01E+18,20110926,,1,영업/정상,1,정상영업,,,,,903-0900,1095.47,132042,서울특별시 도봉구 창2동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),132042,(주)에브리데이리테일 창동점,2.01E+13,I,59:59.0,구분없음,203027.6271,460124.4184,준대규모점포
3090000,2.01E+18,20120315,,1,영업/정상,1,정상영업,,,,,3491-4297,844.9,132828,서울특별시 도봉구 방학3동 271번지 2호,서울특별시 도봉구 방학로 223 (방학동),132828,롯데슈퍼 방학점,2.02E+13,I,59:59.0,구분없음,202326.1758,462116.4086,준대규모점포
3100000,2.01E+18,20111229,,1,영업/정상,1,정상영업,,,,,977-3020,565.54,139840,서울특별시 노원구 월계3동 18번지 그랑빌아파트주상가 지층동 101호,서울특별시 노원구 마들로 31 (월계동),139956,(주)지에스리테일 GS슈퍼 노원월계점,2.02E+13,I,59:59.0,구분없음,205984.1521,457275.7993,준대규모점포
3120000,2.02E+18,20210716,,1,영업/정상,5,영업개시전,,,,,02-373-9993,216.08,,서울특별시 서대문구 남가좌동 390 래미안 루센티아,서울특별시 서대문구 거북골로 100 지하3층 32333435호 (남가좌동 래미안 루센티아),3689,GS THE FRESH 남가좌디엠씨점,2.02E+13,I,05:00.0,구분없음,192728.9387,452585.5416,
3100000,2.01E+18,20070806,,1,영업/정상,1,정상영업,,,,,9859000,10209,,서울특별시 노원구 하계동 284번지 2호,서울특별시 노원구 한글비석로 57 (하계동 세이브존),1784,세이브존,2.02E+13,U,40:00.0,그 밖의 대규모점포,206044.7764,459360.8777,대규모점포
3090000,2.01E+18,20120326,,1,영업/정상,1,정상영업,,,,,903-0900,784.04,,서울특별시 도봉구 창동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),1460,(주)이마트에브리데이 창동점,2.02E+13,U,00:00.0,구분없음,203027.6271,460124.4184,
3090000,2.00E+18,20030625,,1,영업/정상,1,정상영업,,,,,209122080,15851.56,132854,서울특별시 도봉구 방학동 707번지 7호,서울특별시 도봉구 도봉로 678 (방학동),132854,홈플러스(주)방학점,2.02E+13,U,06:00.0,대형마트,203790.0136,462495.417,
3100000,2.00E+18,20040906,,1,영업/정상,1,정상영업,,,,,02-380-9396,38200.14,,서울특별시 노원구 월계동 333번지 1호,서울특별시 노원구 마들로3길 15 (월계동 월계이마트),139842,이마트타운 월계점,2.02E+13,U,40:00.0,쇼핑센터,205391.0704,458333.9892,대규모점포
3100000,2.00E+18,20041213,,1,영업/정상,1,정상영업,,,,,220922500,10479,,서울특별시 노원구 중계동 517호,서울특별시 노원구 노원로 330 (중계동 롯데마트),139920,롯데마트 중계점,2.02E+13,U,40:00.0,대형마트,206132.4325,460549.3112,대규모점포
3070000,2.01E+18,20120521,,1,영업/정상,1,정상영업,,,,,02-921-8545,215,136087,서울특별시 성북구 보문동7가 25번지 1호,서울특별시 성북구 보문로 61 (보문동7가),136087,홈플러스익스프레스 보문점,2.02E+13,U,08:00.0,구분없음,201826.0023,453162.3763,
3100000,2.01E+18,20051202,,1,영업/정상,1,정상영업,,,,,950-6666,9769.24,139816,서울특별시 노원구 상계동 292번지 1호,서울특별시 노원구 노해로 507 (상계동),139816,와우패션클럽,2.02E+13,I,59:59.0,그 밖의 대규모점포,205557.0134,461441.688,대규모점포
3100000,2.01E+18,20070419,,1,영업/정상,1,정상영업,,,,,02 9719000,10292,,서울특별시 노원구 중계동 506번지 1   호,,,건영옴니백화점,2.02E+13,I,59:59.0,백화점,205645.892,459609.0125,대규모점포
3100000,2.01E+18,20100709,,1,영업/정상,1,정상영업,,,,,02-936-9006,4572.81,139816,서울특별시 노원구 상계동 1318번지,서울특별시 노원구 상계로23다길 13-8 (상계동),139816,노원아이파크 상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,206033.0233,461935.3392,대규모점포
3100000,2.01E+18,20110621,,1,영업/정상,1,정상영업,,,,,2091-0011,1505.36,139826,서울특별시 노원구 상계동 684번지,서울특별시 노원구 한글비석로 471 (상계동),139826,(주)지에스리테일 GS수퍼상계점,2.02E+13,I,59:59.0,구분없음,205715.5389,462416.2116,준대규모점포
3100000,2.01E+18,20110621,,1,영업/정상,1,정상영업,,,,,02-971-5601,397.7,,서울특별시 노원구 공릉동 238번지 53호,서울특별시 노원구 공릉로 144 (공릉동 공릉빌딩),1819,롯데쇼핑(주) 롯데슈퍼공릉점,2.02E+13,U,40:00.0,구분없음,206952.4441,457814.5296,준대규모점포
3100000,2.00E+18,19960918,,1,영업/정상,1,정상영업,,,,,937-0070,0,,서울특별시 노원구 중계동 364번지 17호 유경데파트,서울특별시 노원구 한글비석로 232 (중계동 유경데파트),1734,유경데파트,2.02E+13,I,59:59.0,그 밖의 대규모점포,206719.5863,460669.8364,대규모점포
3100000,2.00E+18,19971120,,1,영업/정상,1,정상영업,,,,,02-972-2027,5869.69,,,서울특별시 노원구 동일로180길 14 (공릉동 공릉종합상가),139807,공릉종합상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,206578.976,457736.3647,대규모점포
3100000,2.00E+18,19981231,,1,영업/정상,1,정상영업,,,,,29314825,7863.67,139748,서울특별시 노원구 상계동 173번지,서울특별시 노원구 한글비석로 396 (상계동),139748,상계역전종합상가,2.02E+13,U,40:00.0,쇼핑센터,206280.7899,462002.499,대규모점포
3100000,2.00E+18,19991229,,2,휴업,2,휴업처리,,,,,02 9502500,23654,,서울특별시 노원구 상계동 713호   ,,,롯데백화점 상계점,2.01E+13,I,59:59.0,백화점,205320.2848,461419.8818,
3100000,2.00E+18,20021114,,2,휴업,2,휴업처리,,,,,02 9859000,10209,,서울특별시 노원구 하계동 284호   ,,,세이브존,2.01E+13,I,59:59.0,대형마트,205994.8118,459502.6453,
3100000,2.01E+18,20050329,,2,휴업,2,휴업처리,,,,,220921234,16179.91,,서울특별시 노원구 월계동 333번지 1호   ,,,신세계 이마트 월계덤,2.01E+13,I,59:59.0,그 밖의 대규모점포,205391.0704,458333.9892,
3100000,2.01E+18,20050329,,2,휴업,2,휴업처리,,20100413,20150430,,220921234,16179.91,,서울특별시 노원구 월계동 333번지 1호,,,신세계 이마트 월계점,2.01E+13,I,59:59.0,대형마트,205391.0704,458333.9892,
