TURSM_CNTNTS_SEQ,MENU_CD,LANG_CD,MAIN_THUMB_IMAGE_LC,DETAIL_EX_URL,CNTNTS_REPRSNT_TITLE,CNTNTS_REPRSNT_SUBTITLE,MAIN_PLACE_NM,ONE_CTGRY_NM,TWO_CTGRY_NM,GUGUN_NM,LA,LO,HASHTAG,TOUR_HNTIP,TOUR_ETIQUETTE,TRNSPROT_GUID,OPER_TERM,RSTDE_GUID,USE_DAY_ND_TERM,USE_PRICE,REPRSNT_MENU_NM,VIEWS_CO,LIKE_CO,FAVORITE_CO
286,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191225175459392_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=286&lang_cd=ko,100년을 넘어 다시 태어난 송도해수욕장,동양의 나폴리 부산 송도해수욕장을 가다,"송도해수욕장, 송도스카이워크, 송도해상케이블카",명소,자연,서구,35.0759506,129.0169373,"#부산여행,#부산가볼만한곳,#부산명소,#해수욕장,#송도,#송도해수욕장,#송도해상케이블카,#송도스카이워크,#여름,#피서여행,#가족여행,#아이와함께,#바다여행,#부산데이트코스,#뷰포인트,#포토스폿,#인생샷",,,"도시철도 1호선 자갈치역 7번 출구 → 96, 26, 30, 7, 71 버스 환승 → 송도해수욕장 하차 도보 3분
부산시티투어버스 부산역(점보버스) → 송도해수욕장 하차
주차 송도해수욕장 공영주차장(유료)",,연중무휴,09:00~18:00,무료,,4206,12,9
287,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191225180243523_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=287&lang_cd=ko,강과 바다가 만나는 곳 아미산전망대,세상에서 가장 아름다운 위로  ,아미산전망대,명소,자연,사하구,35.0527267,128.9607544,"#부산,#다대동,#아미산전망대,#전망대,#다대포해수욕장,#낙동강,#철새,#산책,#힐링,#자연,#휴가,#추천여행,#부산여행,#뷰포인트",전문 해설사 해설프로그램 운영,"음식물 반입, 음주, 흡연, 인라인스케이트, 자전거, 애완동물 출입금지
전시물 및 도서, 장비 등 반출 금지","도시철도 1호선 다대포항역 1번 출구 → 사하구15 마을버스 환승 → 몰운대성당 하차 도보2분
주차 아미산전망대 공영주차장(무료)",,"1월 1일, 월요일",화~일 / 09:00 ~ 18:00,무료,,2451,2,3
288,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226093554532_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=288&lang_cd=ko,묘지 비석을 품은 동네 아미동 비석문화마을,과거와 공존하는 특이한 방법,아미동 비석마을,명소,역사,서구,35.0990677,129.0126953,"#부산,#부산여행,#아미동,#비석문화마을,#일제강점기,#한국전쟁,#시간,#추억,#골목,#산책,#관광,#휴가,#추천여행,#피난민,#역사여행,#감천문화마을,#원도심투어","인근 아미문화학습관과 전망대도 함께 둘러보길 추천한다.
주말에는 마을해설프로그램을 운영하고 있다.
옆 동네가 바로 감천문화마을!",실제 주민이 거주하는 곳이므로 조용히 관람해 주세요. ,"도시철도 1호선 토성역 8번 출구 도보 15분
마을버스 사하구1-1 서구2 산상교회(비석문화마을) 하차
주차 아미골 공영주차장",,연중무휴,상시,무료,,2548,1,1
289,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226100545553_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=289&lang_cd=ko,벡스코 옆 미술관 부산시립미술관,상상을 자극하는 현대미술의 향연,부산시립미술관,명소,문화,해운대구,35.1670189,129.1369019,"#부산여행,#미술관,#부산시립미술관,#실내여행지,#문화시설,#전시관","문화롭데이(매월 마지막 금요일, 10시~18시) 무료 관람","정숙하게 관람하고 사진촬영 가능여부 사전 확인
음식물 반입?반려동물 출입 금지","도시철도 2호선 벡스코(시립미술관)역 5번 출구
주차 09:00~19:00 유료",,"1월 1일, 매주 월요일","본관 화?수?목?일 10:00~18:00, 금?토 10:00~21:00
이우환 공간(별관) 화요일~일요일 10:00~18:00","본관 무료
이우환 공간 유료",,2107,1,1
290,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226101451768_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=290&lang_cd=ko,바다의 안녕을 기원하는 오랑대공원,오랑대공원,오랑대공원,명소,자연,기장군,35.205246,129.2258301,"#부산여행,#바다,#기장바다,#기장가볼만한곳,#드라이브코스,#해안산책로,#일출명소,#캠핑,#가족과함께,#바다여행",바위 위로 난 길을 따라 용왕단에 이르면 바다로 나간 어부의 안녕을 기원하는 마음이 전해진다.,가져간 쓰레기는 모두 되가져오는 멋진 시민의식을 가져야겠죠.,"버스 100, 139, 181 해광사 하차 → 도보 4분
주차 오랑대공원 주차장",,연중무휴,상시,무료,,1837,1,0
291,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226102157667_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=291&lang_cd=ko,바다 속 체험은 국립수산과학관으로,국립수산과학관,국립수산과학관,명소,문화,기장군,35.1936874,129.2242279,"#부산여행,#전시관,#수산과학관,#해안절경,#해안산책로,#실내여행,#이색체험,#아이와함께",,반려동물 동반?음식물 반입 금지,"동해선 오시리아역 하차 → 버스 139 환승 국립수산과학관 하차
버스 100, 139, 181 국립수산과학관 하차
부산시티투어버스 블루라인(해운대) → 국립수산과학관 하차
주차 국립수산과학관 주차장(무료)",,"매주 월요일, 설날?추석연휴",화~일 09:00~18:00,무료,,1406,1,0
295,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226105751809_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=295&lang_cd=ko,"사람답게 살아가라, 요산문학관",요산문학관,요산문학관,명소,문화,금정구,35.2725792,129.0857086,"#부산여행,#남산동,#문화시설,#문학관,#요산문학관,#김정한",,,"도시철도 1호선 범어사역 1번 출구 도보 12분
버스 29, 51, 80 남산동 하차",,"월요일, 국경일",화~일 10:00~17:00,"입장료 1,000원",,1384,0,0
296,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226110347271_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=296&lang_cd=ko,기억해야 할 이름 박차정의사,박차정의사 생가,박차정의사 생가,명소,역사,동래구,35.2019043,129.0903931,"#부산여행,#독립운동,#의열단,#박차정의사생가,#동래역사여행,#여성독립운동가",동래역사여행 투어 코스 중 하나이다.,,"도시철도 4호선 낙민역 1번 출구 도보 4분
버스 100, 110-1, 129-1, 144, 148, 200, 210, 29, 31, 43, 44, 49, 57 동래시장 하차",,"월요일, 1월1일, 명절연휴, 임시공휴일",화~일 10:00~17:00,무료,,952,1,1
297,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226110901484_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=297&lang_cd=ko,우리 작물을 먹을 수 있는 이유 우장춘 박사,우장춘 기념관,우장춘 기념관,명소,역사,동래구,35.2135468,129.0720215,"#부산여행,#기념관,#우장춘기념관,#아이와함께,#체험학습,#청소년학습장]",문화해설사 근무,,"도시철도 3호선/4호선 미남역 14번 출구 도보 11분
도시철도 1호선 명륜역 1번 출구 도보 16분
버스 80, 동래구1-1, 동래구3 우장춘기념관 하차",,"월요일, 1월 1일, 설?추석 연휴",화~일 09:00~18:00,무료,,1162,0,0
298,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226113720642_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=298&lang_cd=ko,산복도로 전망대 누리바라기,누리바라기 전망대,누리바라기전망대,명소,공원,서구,35.0909195,129.0201874,"#부산여행,#부산가볼만한곳,#천마산,#천마산로,#누리바라기전망대,#부산전망대,#원도심여행,#산복도로,#원도심투어","터치패널을 이용, 천마산과 그 일대의 이야기를 자세히 알 수 있다",,"도시철도 1호선 자갈치역 1번 출구 도보 17분
버스 16, 17, 161, 61, 7, 9 남부민시장입구 하차 도보 8분
주차 누리바라기전망대 주차장",,연중무휴,상시,무료,,1502,3,1
299,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226115628787_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=299&lang_cd=ko,인간에 대한 위로 최민식 갤러리,최민식 갤러리,최민식갤러리,명소,문화,서구,35.0983315,129.0147247,"#부산여행,#아미문화학습관,#갤러리,#최민식갤러리,#피란민,#사진작가,#최민식,#원도심투어,#원도심여행",,,"도시철도 1호선 토성역 8번 출구 도보 9분
버스 134, 190 아미치안센터 하차 도보 3분
마을버스 서구2 아미초등학교 하차 도보 2분
주차 아미골 공영주차장(유료)",,연중무휴,09:30~19:00,무료,,1700,0,0
301,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226132135171_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=301&lang_cd=ko,시원한 오솔길 걸어요 수영사적공원,수영사적공원,수영사적공원,명소,공원,수영구,35.1709671,129.1143036,"#부산여행,#공원,#수영사적공원,#역사여행,#산책,#아이와함께,#수영야류,#망리단길,#F1963","망리단길, F1963이 가까이 있으니 같은 동선으로 방문계획을 잡아보자.",,"도시철도 2, 3호선 수영역 1번 출구 도보 9분
버스 1, 131, 141, 20, 5-1, 62, 63 수영사적공원 하차
주차 수영사적공원 공영주차장(무료)",,연중무휴,상시,무료,,1284,0,0
302,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226132812226_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=302&lang_cd=ko,기상계 유네스코 문화재 부산기상관측소,부산기상관측소,부산기상관측소,명소,역사,중구,35.1049728,129.0321808,"#부산여행,#부산기상관측소,#근대건축물,#아이와함께,#전망좋은곳,#역사여행,#원도심투어","대청큰마루터 기상전시관 관람 가능
부산 중구청 역사문화투어 코스 운영 중(문의/예약 051-600-4041)",,"도시철도 1호선 중앙역 11번 출구 도보 8분
버스 186, 86 새들맨션 하차 도보 6분",,"토?일요일, 공휴일",월~금 09:00~18:00,무료,,1215,1,0
304,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226143325464_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=304&lang_cd=ko,"철새와 함께하는 아름다운 문화의 향연, 을숙도",낙동강의 물줄기와 남해 바닷물이 만나 일군 생태문화공연장,을숙도,명소,자연,사하구,35.1071434,128.9428253,"#부산여행,#부산가볼만한곳,#부산여행코스,#부산명소,#낙동강,#을숙도,#부산데이트코스,#을숙도생태공원,#부산갈맷길,#낙동강하구에코센터,#일몰명소,#아이와함께,#친구와함께",,"을숙도생태공원 이용 안내를 숙지해 주세요.
-개방지역 이외 무단출입 금지
-취사, 야영, 쓰레기 무단투기, 영업행위 금지
-낚시, 어로행위, 동·식물 채취 금지","도시철도 1호선 하단역 3번 출구 → 3, 55, 58, 58-2, 168, 520, 1005, 2000, 58-1, 221 버스 환승 을숙도(문화회관) 하차 도보 10분
버스 3, 55, 58, 58-2, 168, 520, 1005, 2000, 58-1, 221 을숙도(문화회관) 하차 도보 10분
주차 을숙도 공영주차장",,연중무휴,"매일
을숙도생태공원 야간출입 제한(20:00~익일 08:00)",무료(주차요금 별도),,3213,1,0
308,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226152407686_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=308&lang_cd=ko,네 꿈을 펼쳐라! 부산시청자미디어센터,부산시청자미디어센터,부산시청자미디어센터,명소,문화,해운대구,35.1725502,129.1302032,"#부산여행,#부산시청자미디어센터,#개인미디어체험,#어린이체험,#방학체험,#무료체험",,,"도시철도 2호선 센텀시티역 4번 출구 도보 7분
버스 115, 181, 307, 해운대구3-1, 해운대구3-2 시청자미디어센터 하차
주차 부산시청자미디어센터 주차장",,"일요일, 공휴일",평일 10:00~22:00(토요일18:00까지),무료,,945,0,0
313,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226182356876_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=313&lang_cd=ko,어린이들의 교통안전교육은 구포어린이교통공원에서,구포어린이교통공원,구포어린이교통공원,명소,공원,북구,35.2008667,129.0007935,"#부산여행,#부산가볼만한곳,#아이와함께,#교통공원,#구포어린이교통공원,#가족여행,#이색체험,#체험학습,#주말나들이,#교육,#어린이체험",,,"도시철도 2호선 구명역 2번 출구 도보 5분
버스 124, 128-1, 169, 169-1 구남시장 하차 도보 7분
주차 구포어린이교통공원 주차장",,"매주 일요일, 법정공휴일","평일 10:00~18:00(단체체험관람)
주말(토요일) 10:00~13:00(개별자유관람)",무료,,1461,2,2
314,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226183133502_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=314&lang_cd=ko,놀면서 배우는 법의 모든 것 솔로몬로파크,부산솔로몬로파크,부산솔로몬로파크,명소,공원,북구,35.200798,129.0019836,"#부산여행,#부산가볼만한곳,#솔로몬로파크,#이색체험,#아이와함께,#가족과함께,#체험학습,#가족여행,#체험관",,,"도시철도 2호선 구명역 2번 출구 도보 15분
버스 169-1 부산솔로몬로파크 하차
주차 부산솔로몬로파크 주차장",,"1월 1일, 명절연휴","월~일
실내체험관 10:00~17:30 / 야외놀이터 09:00~21:00",무료,,2048,0,1
315,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191226184130120_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=315&lang_cd=ko,어촌문화여행 부산어촌민속관,부산어촌민속관,부산어촌민속관,명소,문화,북구,35.2340736,129.0085907,"#부산여행,#박물관,#부산어촌민속관,#아이와함께,#이색체험,#부산가볼만한곳",,,"도시철도 2호선 화명역 1번 출구 도보 12분
버스 111, 121, 126, 15, 59, 금정구1, 북구3 와석 하차 도보 11분
주차 부산어촌민속관 주차장",,"매주 월요일, 1월 1일",화~일 09:00~18:00(입장마감 17:00),무료,,898,0,0
325,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227101820124_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=325&lang_cd=ko,"봄, 여름, 가을, 겨울이 다 달라 삼락생태공원",삼락생태공원의 매력을 찾아서,삼락생태공원,명소,공원,사상구,35.1688385,128.9739685,"#부산여행,#부산가볼만한곳,#가족과함께,#연인과함께,#삼락생태공원,#유채꽃,#벚꽃,#연꽃단지,#야생화,#벚꽃축제,#유채꽃축제,#레저,#야외수영장,#캠핑장,#수상레포츠,#부산데이트코스,#포토스폿","자전거 대여 서비스를 이용하면 공원을 더 편하게 즐길 수 있다.
운영시간 09:00~17:00(11~2월), 09:00~18:00(3~10월)",,"부산김해 경전철 괘법르네시떼 1번 출구 도보 16분
버스 8, 15, 31, 33, 59, 61, 62, 77, 110, 123, 126, 138-1, 160, 161, 169, 338 삼락생태공원 하차
주차장 공원 및 인근 주차장 이용",,연중무휴,상시,무료,,2725,4,3
326,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227112720050_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=326&lang_cd=ko,"암남반도 남쪽 끝자락, 암남공원을 만나다",볼수록 매력있는 송도해안볼레길,암남공원/송도해안볼레길,명소,공원,서구,35.0588036,129.0156555,"#부산여행,#부산가볼만한곳,#부산여행코스,#부산명소,#암남공원,#부산공원,#부산핫플레이스,#송도해안볼레길,#송도해수욕장,#해안산책로,#송도해안산책로",,쓰레기 무단투기 금지,"도시철도 1호선 자갈치역 하차- 1번출구- 자갈치역, 충무동교차로 정류장까지 도보 이동- 버스(7번) 환승- 암남공원 정류장 하차
주차 암남공원 공영주차장 이용(유료)",상시,연중무휴,매일,무료,,2572,5,5
333,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227160751479_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=333&lang_cd=ko,알록달록 포토존 가득한 부네치아 장림포구,오래된 포구의 형형색색 새로운 변신,장림포구 (부네치아),명소,자연,사하구,35.0807266,128.9569397,"#부산,#장림포구,#부네치아,#항구,#포구,#사진,#출사,#어촌,#선착장,#이탈리아,#베네치아,#데이트,#산책,#인생9컷,#어묵",,,"도시철도 1호선 장림역 하차 후, 마을버스 5번 환승 후 장림포구 하차, 도보 2분 이동
버스 : 부산역에서 1000번 버스 승차, 장림시장 하차, 도보 18분 이동",,연중무휴,,"무료(카페이용, 체험비 별도)",,2536,3,4
334,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227161822663_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=334&lang_cd=ko,아는 만큼 보이는 섬 가덕도,숨겨진 부산의 역사를 찾아가다,가덕도,명소,자연,강서구,35.0228958,128.8171997,"#부산,#섬,#자연,#가덕도,#가덕도등대,#벽화마을,#정거마을,#외양포,#대항마을,#성,#일제강점기,#동굴,#역사여행,#문화,#추천여행,#부산여행,#포토스폿",가덕도 등대는 구청을 통해 사전 승인을 받아야 관람할 수 있습니다.,주변에 주민들이 살고 있으니 너무 소란스럽게 하지 말아 주세요.,도시철도 1호선 하단역 하차 → 버스 520 환승 → 동중마을 정류장 하차,,연중무휴,상시,무료,,2330,2,0
335,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227163229549_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=335&lang_cd=ko,"즐거움과 편안함, 두근거림이 함께하는 렛츠런파크",가족이 함께하기 좋은 말 테마파크,렛츠런파크 부산경남,명소,공원,강서구,35.156601,128.8752136,"#부산여행,#공원,#피크닉,#렛츠런파크,#렛츠런파크부산경남,#말,#경마장,#승마,#승마체험,#테마파크,#이색체험,#부산데이트코스,#가족과함께,#아이와함께,#연인과함께","버스에서 내릴 때, ‘렛츠런파크입구’에서 내리면 테마파크 입구까지 약 1km를 걸어가야 한다. 정문과 정문의 청동마상을 보려고 한다면 모르지만, 바로 테마파크로 입장하고 싶다면 ‘부산경남경마공원’에서 내리는 걸 권한다.",,"좌석버스 220, 221 렛츠런파크 입구 하차
시내버스 4 렛츠런파크 하차
마을버스 강서구7, 강서구7-2 렛츠런파크입구 하차

셔틀버스 (금~일 운행)
하단/주례 노선 : 도시철도 하단역 5번 출구, 주례역 8번 출구
대저/김해 부원 노선 : 도시철도 대저역 1번 출구, 김해 부원역 1번 출구",,월~화,수~일 05:00~20:00,"경마경기일 2,000원
비경마경기일 무료
조랑말 승마체험 2,000원
슬레드힐 2,000원",,2517,1,0
340,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227172536751_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=340&lang_cd=ko,과학을 알면 미래가 보인다! 국립부산과학관,"어린이에게는 더 큰 상상력을, 어른에게는 동심을 떠올리게 해주는 과학의 배",국립부산과학관,명소,문화,기장군,35.2046814,129.2127075,"#부산여행,#과학,#체험,#어린이,#아이와함께,#자동차,#항공,#우주,#선박,#에너지,#방사선","연령대별 추천코스를 정리한, 홈페이지 내 ‘알짜배기 추천코스’ 참고 
전시해설 있음 : 전시물 이용안내 및 주요 전시물 해설 (30분)
체험 별 키 제한, 연령 제한 있음. 확인 요망 (홈페이지 참고)",,"도시철도 동해선 오시리아역 1번 출구 → 버스 185 환승 → 국립부산과학관 하차
도시철도 2호선 장산역 5번?7번 출구 → 버스 185 환승 → 국립부산과학관 하차
주차 국립부산과학관 주차장(유료)",,"매주 월요일, 1월 1일, 설날?추석 당일",화~일 09:30~17:30,연령별 상이(홈페이지 참조),,1988,2,1
343,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227175243198_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=343&lang_cd=ko,흐름과 소통의 연결고리 송상현광장,송상현광장,송상현광장,명소,공원,부산진구,35.1663971,129.0659485,"#부산,#송상현광장,#복합문화공간,#도심광장,#야외공연장,#메타세쿼이아",,,"도시철도 1호선 부전역 8번 출구 도보 2분
버스 5-1, 10, 20, 29, 31, 33, 43, 52, 57, 62, 77, 80, 86, 87, 99, 110-1, 111, 129-1, 141, 1002 송상현광장 하차
주차 송상현광장 주차장",,,상시,무료,,1017,1,0
344,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227180139517_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=344&lang_cd=ko,아이와 함께 자연 속으로 어린이대공원,부산어린이대공원,부산어린이대공원,명소,공원,부산진구,35.1849976,129.0415344,"#부산여행,#공원,#어린이대공원,#산책하기좋은곳,#아이와함께,#피크닉",,,"버스 54, 63, 81, 133 어린이대공원 하차
주차 어린이대공원 주차장(유료)",,연중무휴,상시,무료,,1553,1,0
346,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227181259877_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=346&lang_cd=ko,신명천지 국립부산국악원,국립부산국악원,국립부산립국악원,명소,문화,부산진구,35.1713219,129.054245,"#부산여행,#공연장,#국악,#국립부산국악원,#부산가볼만한곳",,,"버스 33, 44, 63, 83-1, 103 국립부산국악원 하차
주차 부립부산국악원 주차장(무료)",,연중무휴,매일 09:00~22:00,공연별 상이,,1151,1,1
347,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227184611977_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=347&lang_cd=ko,부처님의 세 가지 염원 삼광사,삼광사,삼광사,명소,문화,부산진구,35.1756935,129.0433807,"#부산여행,#사찰,#삼광사,#부처님오신날,#연등축제",,,"도시철도 2호선 서면역 9번 출구 영광도서 맞은편 정류장 → 마을버스 부산진구15 환승 → 삼광사 경내 정류장 하차
버스 44, 54, 63, 81, 133 삼광사 입구 하차 도보 이동
주차 삼광사 주차장(무료)",,,상시,,,1006,2,0
348,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227190325222_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=348&lang_cd=ko,도심 속 작은 어촌마을 청사포와 미포,소박한 바다감성을 느낄 수 있는 곳,청사포와 미포,명소,자연,해운대구,35.1601982,129.1913757,"#부산여행,#부산바다,#바다풍경,#힐링,#추천여행,#부산데이트코스,#가족과함께,#친구와함께,#청사포,#미포,#철길,#어촌,#등대,#카페,#벽화,#벽화마을,#포토스폿,#바다여행",,,"청사포
도시철도 2호선 장산역 5번 출구 → 마을버스 해운대구2 환승 → 청사포 슈퍼 하차 도보 3분
부산시티투어버스 레드라인(부산역) → 블루라인 환승(해운대해수욕장) → 청사포 하차
주차 청사포 공영주차장

미포
도시철도 2호선 중동역 7번 출구 도보 17분",,연중무휴,상시,무료,,2947,8,2
351,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227192655705_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=351&lang_cd=ko,시간에 색깔이 채워지는 공간 뮤지엄다,"일방적 관람이 아닌, 관객이 작품이 되는 곳",뮤지엄다,명소,문화,해운대구,35.1713028,129.1290131,"#부산여행,#해운대,#부산가볼만한곳,#전시관,#뮤지엄다,#미술관,#미디어미술관,#미디어아트,#부산데이트코스,#아이와함께,#친구와함께,#이색체험,#감성사진,#인생샷,#포토스폿","도슨트 가이드 매주 토?일요일, 공휴일 14:00/16:00","13세 미만 어린이는 보호자 동반 시 입장 가능합니다.
미취학 아동의 경우 전시장에서 보호자 손을 잡고 이동해 주세요.
뛰거나 소리 지르면 안 됩니다.
셀카봉이나 삼각대는 사용할 수 없습니다.
핸드백 정도의 크기를 제외한 모든 짐은 미술관 입구 외부에 있는 유료 보관함에 보관해 주세요.","도시철도 2호선 센텀시티역 6번 출구 도보 5분
버스 141, 155, 40, 5-1, 63, 1001, 1002, 1007번 센텀시티역 하차 도보 7분",,월요일,"화~일 09:00~19:00
금~토 09:00~20:00","성인 18,000원 
청소년 15,000원 
어린이 13,000원",,1812,0,0
354,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227194942971_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=354&lang_cd=ko,"부산시민의 품으로 되돌아온 쉼터, 부산시민공원",도심 속 소풍을 즐겨보자!,부산시민공원,명소,자연,부산진구,35.1684113,129.0573883,"#부산여행,#공원,#소풍,#피크닉,#연인과함께,#가족과함께,#친구와함께,#휴식,#나들이,#산책,#힐링,#펫트립,#부산시민공원,#하야리아부대,#포토스폿",,"공원 내 취사 금지
애완동물 동반 시 목줄착용, 배설물 치우기","도시철도 1호선 부전역 1번 출구 도보 17분
버스 33, 44, 63, 179 부산시민공원 하차 도보 6분
주차 부산시민공원 주차장(유료)",,연중무휴,매일 05:00 - 24:00,무료,,3282,6,5
358,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227202219554_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=358&lang_cd=ko,‘쌈마이 감성’ 가득한 호랑이마을 호천마을,별빛이 쏟아져 내린 듯한 야경을 가진 곳,호천마을,명소,문화,부산진구,35.1442947,129.0510559,"#부산여행,#원도심투어,#걷기여행,#레트로,#호천마을,#쌈마이웨이,#야경,#부산야경,#산복도로,#사진,#데이트,#호천문화플랫폼,#남일바",,주민이 거주하는 마을이므로 조용히 구경해 주세요.,버스 서면 롯데백화점 부산본점 맞은편 버스정류장 87 탑승 → 호천마을 입구 하차,,연중무휴,상시,무료,,2357,4,2
359,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227202829011_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=359&lang_cd=ko,봉래산 전망이 끝내줘요~!,봉래산,봉래산,명소,자연,영도구,35.0821915,129.0552368,"#부산여행,#부산명소,#산,#봉래산,#봉래산둘레길,#트레킹,#힐링,#자연여행,#경치좋은곳,#인생샷,#포토스폿",,,"도시철도 1호선 남포역 6번 출구 → 버스 508, 71 환승 → 절영종합사회복지관 하차 등산로 방향 도보 이동",,연중무휴,상시,무료,,1841,1,0
361,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227203859552_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=361&lang_cd=ko,"니가 가라, 영화의 거리",영화의 거리,영화의 거리,명소,문화,해운대구,35.1546326,129.1427765,"#부산여행,#부산가볼만한곳,#테마거리,#영화의거리,#산책,#부산데이트코스,#경치좋은,#곳",,,도시철도 2호선 동백역 3번 출구 도보 18분,,연중무휴,상시,무료,,1176,2,1
362,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191227204420832_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=362&lang_cd=ko,소확행은 공원이지_APEC나루공원,APEC나루공원,APEC나루공원,명소,문화,해운대구,35.1703072,129.1256409,"#부산여행,#부산가볼만한곳,#공원,#수변공원,#조각공원,#APEC나루공원,#산책,#조깅,#자전거",,,"도시철도 2호선 센텀시티역 12번 출구 도보 10분
버스 139 영화의전당 하차 도보 3분",,연중무휴,상시,무료,,1663,2,0
