코스명,관광지명,주소,연락처,내용,위도,경도,데이터 기준일자
부산의 부산이바구길,야생화의 노래,부산광역시 동구 범곡남로 21,,"소정 한정식집에서 위로 몇 걸음 오르면 좌측 벽면을 따라 이름 모를 색색의 꽃 사진이 눈에 띈다.  꽃담의 끝에 다다르면 도심 속 작은 절 반야사를 만나게 된다.    반야사에는 흰붓꽃, 고려엉겅퀴, 무늬둥글레 등 한국의 희귀한 야생화로 꾸며진 정원이 있어 야생화 생태체험을 할 수 있다.  ",35.13788,129.05421,2020-08-12
부산의 부산이바구길,범일동 블루스,부산광역시 동구 증산동로 76-1 일원,,"마당 한 평 현관 하나 없이 맨몸으로 길을 만든 집들, 그 집들 부끄러울까봐 유난히 좁다란 골목길.    빛바랜 계단 옆으로 손택수의 시 범일동 블루스의 구절과 옛 사진이 박힌 패널이 보인다.  잠시 걸음을 멈추고 시구를 더듬어 보면 골목마다 각박한 삶의 흔적들이 빼곡한 범일동의 옛 모습을 그려볼 수 있다.  ",35.13806,129.05392,2020-08-12
부산의 부산이바구길,최천택 길,부산광역시 동구 증산동로 53 일원,,"고즈넉한 계단을 따라 조성된 최천택 길은 동구 출신의 독립운동가 최천택의 이야기를 들려준다.    1896년 좌천동에서 태어난 그는 독립운동가이자 정치가였으며 언론인이었다.  부산경찰서 폭파 사건을 주도한 박재혁과 어린 시절부터 절친한 친구였으며, 구국을 위해 생을 내던진 인물이었다.  ",35.13636,129.05262,2020-08-12
부산의 부산이바구길,정발장군 쉼터,부산광역시 동구 증산동로 49-16 일원,,증산공원으로 향하는 길에는 정발 장군과 부산진전투의 이야기가 새겨진 정발 장군 쉼터가 조성돼 있다.    정발 장군은 임진왜란 첫 격전지였던 부산진전투에서 수적 열세에도 불구하고 끝까지 맞서 싸우다 장렬히 전사한 무관이다.  그는 풍채가 우람했으며 인품이 곧아 평소 그를 따르는 백성과 군사들이 많았으며 검은 옷을 입는다 하여 흑의 장군으로 불렸다.    쉼터에선 그가 지키고자 했던 부산 앞바다를 한 눈에 조망할 수 있다.    ,35.13681,129.05217,2020-08-12
부산의 부산이바구길,증산왜성,부산광역시 동구 증산동로 49-16 일원,,"임진왜란 당시 부산진성을 함락한 일본은 병력과 물자의 보급로이자 일본 본토와 조선을 잇는 병참기지인 동구지역에 왜성을 쌓는다.  증산왜성은 가장 먼저 축조된 왜성으로서, 현재 성의 모습은 찾아볼 수 없고 왜성의 터와 축성의 흔적만 남아 있다.  ",35.1374028,129.0504064,2020-08-12
부산의 부산이바구길,증산공원,부산광역시 동구 성북로36번길 46,,"1982년 개장한 증산공원은 약 20,000m의 면적에 지역 주민들을 위한 운동 시설과 산책로, 중앙 광장 등으로 조성돼 있다.  증산전망대에 오르면 부산항이 한 눈에 펼쳐진다.    임진왜란 이후 만들어진 왜성의 흔적이 남아 있으며 부산 명칭의 유래에 대한 이야기, 부산진성과 부산진전투에 대한 내용이 산책로를 따라 기록되어 있다.  ",35.1374028,129.0508564,2020-08-12
호랭이 이바구길,현대백화점,부산광역시 동구 범일로 125,,현대백화점 부산점은 1995년 8월에 세워져 20여 년 간 부산 시민들의 쇼핑 및 문화공간으로 사랑받아온 곳이다.  범일역 7번 출구에 위치한 백화점 앞에는 호랭이 이바구길의 출발지를 알리는 종합안내판이 설치되어 있다.  ,35.1413015,129.0585744,2020-08-12
호랭이 이바구길,친구의거리(구름다리),부산광역시 동구 범일동 62-712,,"옛 조방 앞에 있는 친구의 거리는 구름다리라 불리는 범일동 육교에서부터 지금은 사라진 옛 삼일극장 자리까지 이어지는 길이다.  2003년 개봉한 영화 친구의 촬영지로 각광받으면서 붙은 이름이다.    장동건과 유오성이 달음박질했던 육교, 장동건이 죽음을 맞이했던 전봇대도 이 길 위에 있다.  ",35.141847,129.058329,2020-08-12
호랭이 이바구길,범일골목시장,부산광역시 동구 범곡북로 1,,보림극장 옆에 위치한 범일골목시장은 한국전쟁 전후 형성된 골목시장이다.    일부러 찾는 이 없는 지금이지만 범일동에 신발공장들이 번성하던 1970년대에는 이곳에도 활기가 넘쳤다. 점포들은 공장 노동자들의 출퇴근 시간에 맞춰 물건을 늘어놓았고 때맞춰 쏟아지는 남녀 직공들로 북새통을 이뤘던 곳이다.  ,35.1416686,129.0554196,2020-08-12
호랭이 이바구길,호천석교비,부산광역시 동구 범곡북로 4,,조선시대 범일동은 계곡이 있는 울창한 숲인데다 호랑이가 자주 나타나곤 해서 이 일대에 흐르는 천을 호천(虎川)이라 불렀다.    조선 후기 호천에는 나무다리가 있었는데 1711년에 다리가 썩자 돌다리로 바꾸면서 호천석교비가 세워진다.  범곡치안센터 뒤쪽에 있던 기념비를 지금의 자리로 옮겨 재현해 놓았으며 원래의 비는 부산시립박물관에 옮겨 보관하고 있다.  ,35.1417694,129.0552159,2020-08-12
호랭이 이바구길,범일골목시장 옛 간판거리,부산광역시 동구 범곡북로 8 일원,,1970년대 번성했던 범일골목시장의 거리 풍경을 추억할 수 있도록 옛 간판 모습을 재현한 거리다.  고무공장 월급날만 되면 쉴 새 없이 기계를 돌렸다는 보림치킨도 이곳에 위치해 있다.  ,35.1417911,129.0543607,2020-08-12
호랭이 이바구길,누나의길,부산광역시 동구 범곡북로14번길 일원,,"범일동 인근에는 국제고무, 삼화고무, 태화고무 등 신발공장들이 많았다.  공장의 주된 노동력은 젊은 여공들이었다.  여공들이 많이 거주했던 안창호랭이마을에서 범일골목시장 사이를 잇는 누나의 길은 출퇴근시간마다 또각또각 발소리로 가득 찼다.  가족의 생계를 책임지기 위해 하루의 절반이 넘는 시간을 공장에서 보내야 했던 여공들의 눈물 나는 이야기가 골목골목 새겨져 있다.  ",35.1417053,129.0535013,2020-08-12
호랭이 이바구길,삼일고무 옛 터,부산광역시 동구 범곡북로 30,,일제강점기에 세워져 부산지역 신발산업 발전의 초석이 된 삼일고무.  호계천을 복개한 도로 위에 침목을 놓고 합판을 깔아 공장을 세웠다.  50명 내외의 노동자들의 일터였던 삼일고무는 1980년 화재로 사라지고 만다.,35.1420017,129.0529968,2020-08-12
호랭이 이바구길,극장이야기,부산광역시 동구 범일동 1488-10,,"누나의 길을 빠져나오면 비탈을 따라 올라가는 길가에 옛 부산진변전소 옹벽이 그대로 남아 있다.    이 벽에는 1930년대 개관한 중앙극장, 초량차이나타운의 천보극장, 영화 친구의 촬영지로 잘 알려진 삼성극장, 영화 아리랑의 배경이었던 삼일극장 등  동구지역 옛 극장들의 이야기를 소개하는 패널이 부착돼 있다. 옛 영화 포스터를 보는 것도 또 하나의 재미다.  ",35.141337,129.051901,2020-08-12
호랭이 이바구길,동산의 기억 전망대,부산광역시 동구 망양로937번길 30,,동산의 기억 전망대는 안창호랭이마을로 향하는 오르막이 힘에 부치는 여행객들의 휴식공간이자 주민들의 운동 장소가 되어 주는 고마운 곳이다.  패널에 적힌 똥산의 유래와 호계천 빨래터 이야기를 통해 범일동의 옛 기억을 회상해 볼 수 있다.  ,35.1419492,129.0507794,2020-08-12
호랭이 이바구길,귀환동포마을,부산광역시 동구 범내로9번길 28,,해방 이후 귀환동포가 부산으로 밀려들자 이들을 위한 수용소를 조성하면서 형성된 마을이다.    이중섭과 그의 아내 마사코도 이곳에서 판잣집을 얻어 생활했다. 비가 새는 판잣집이었지만 훗날 마사코 여사는 이곳에서의 시간이 가장 행복했노라고 고백한 바 있다. 이중섭의 범일동풍경이라는 명작이 탄생한 곳이기도 하다.  ,35.1426744,129.0503105,2020-08-12
호랭이 이바구길,통일교 성지,부산광역시 동구 범상로 47,,"통일교는 부산으로 피란 온 문선명 교주가 1954년 창시한 종교다.  그는 수정산 중턱에 6.6m 남짓의 작은 토담집을 짓고 원리원본이라는 교리서 집필을 마친 후 포교활동을 시작했다.  매년 통일교 신자들의 발걸음이 이어지고 있는 성지의 주요 탐방지로는 눈물의 바위, 그 바위, 천심정, 토담집과 통일교 기념관 등이 있다.  ",35.1442613,129.0479191,2020-08-12
호랭이 이바구길,안창호랭이마을,부산광역시 동구 안창로 66-1 일원,,안창마을은 1970년대가 되어서야 전기가 들어왔을 정도로 외진 산동네였다.  1980년대에 접어들면서 신발공장 노동자들이 공장과 가까우면서도 집값이 싼 곳을 찾아 이곳으로 몰려들기 시작한 후로 주민이 늘어났다.    지금은 호랑이를 상징으로 마을을 브랜드화하면서 안창호랭이마을로 불리고 있다.  ,35.1457888,129.0413525,2020-08-12
1박2일코스,남선창고(터),부산광역시 동구 초량로 13번길 53,,"탑마트 주차장 안 쪽에 위치, 부산역에서 527m, 도보 8분  부산 최초의 창고로 함경도에서 물건을 가져온다고 해서 북선창고 명태를 보관했다고해서 명태고방으로 불리었으며, 경부선을 통해 전국에 보급하였으나, 현재는 철거되어 담장만 그 흔적으로 남아있다.  ",35.1168056,129.039514,2020-08-12
1박2일코스,(옛)백제병원,부산광역시 동구 중앙대로209번길 16,,"일제강점기 최용해가 세운 국내 최초의 근대식 종합병원으로 문을 열었으나 인체표본과 운영적자문제로 문을 닫았다.  이후 중화요리집 봉래각, 중화민국 영사관, 대사관, 일본 부대 장교숙소, 치안대 사무소로 이용되었고, 해방 후 예식장으로 변신했다.  1972년 화재 후 1987년 대대적인 수리가 이뤄져 일반 상가로 사용되다가 현재 1층을 카페로 재단장하였다",35.1163397,129.0391434,2020-08-12
1박2일코스,담장갤러리,부산광역시 동구 초량중로41번길 8-3 인근,,"동구의 산복도로에서만 느낄 수 있고, 시간이 흐름에 따라 변화되는 풍경과 시를 전시하여 흑백사진과 같은 삶의 흔적을 엿볼 수 있다.  ",35.1160973,129.0372685,2020-08-12
1박2일코스,동구 인물사 담장,부산광역시 동구 초량상로 53 인근,,"담장갤러리에서 137m, 도보 2분  동구 인물사 담장은 산복도로의 삶과 애환을 시와 사진으로 보여주는 도입부와 동구를 이어온 사람들 소개, 초량 초등학교의 한류스타, 그리고 동구 초량의 삶과 마주보기로 구성되어 있으며,  초량 초등학교의 담장을 활용한 인물사 담장에는 동구의 역사와 미래가 함축되어 있고,  1937년 개교한 초량 초등학교와 동구가 배출한 수많은 인물들, 우리가 어렸을 때 사 먹었던 떡볶이와 불량식품 등을 팔았던 문방구가 그대로 남아있다.  ",35.1170036,129.0365321,2020-08-12
1박2일코스,이바구정거장,부산광역시 동구 초량상로37번길 45,070-8844-9131,"이바구 정거장은 주민협의회에서 운영하는 이바구길 탐방 안내소로 지역민과 함께하는 토요음악캠프, 청년작가 작품전시 등 다양한 프로그램을 통해 여행객들이 잠시 쉬어갈 수 있는 문화 휴식 공간으로 자리 매김 하고 있다",35.1169113,129.0360209,2020-08-12
1박2일코스,168 도시락국,부산광역시 동구 영초길 191,051-714-2619,"이바구길 본격 탐방에 앞서 추억의 도시락, 시락국, 원두커피 등으로 휴식 및 식사가 가능한 곳  168 도.시.락.국은 168계단+도시락+시락국이란 의미라고 한다.",35.1170812,129.0357794,2020-08-12
1박2일코스,우물터,부산 광역시 동구 영초길 191번길 9-2 인근,,"168도시락국에서 103m,도보 2분  예전 빨래터로 이용된 우물터, 168계단에 올라가기 전 바로 왼쪽에 있다.  우물 안을 바라보면 물고기가 살고 있다고 한다.  ",35.11716,129.0353502,2020-08-12
1박2일코스,168계단,부산광역시 동구 영초길 191번길 9-2 인근,,"168도시락국에서 103m, 도보 2분  168계단은 바라보기만 해도 숨이 턱 막힐 정도로 까마득한 계단길이지만  오르다보면 탁 트인 부산항이 한눈에 보이는 명소로 부산 동구의 역사와 살아 온 사람들의 삶과 흔적을 느낄 수 있다.  부산항(부산역)에서 산복도로로 올라가는 가장 빠른 지름길인 168계단에는 노인 등 노약자들이 쉽게 오르내릴 수 있도록 길이 60m의 이동편의시설(168모노레일)이 설치되어 있다.",35.11718,129.03555,2020-08-12
1박2일코스,168모노레일,부산광역시 동구 영초길 191번길 9-2 인근,,"2016년 6월부터 정식으로 운행한 168모노레일은 대부분 고령인 마을 주민들에게는 편리한 이동수단이자, 부산항의 전경을 한눈에 담고 싶을 여행자들에게도 요긴한 관광수단이다.    총 선로 길이 60m, 기울기 33도의 완만한 코스를 오르내리는 모노레일은 이바구 정거장에서 출발, 중간의 김민부 전망대, 맨 위쪽의 장기려 더 나눔 센터의 3개 역을 경유한다.  168도시락국에서 103m, 도보 2분, 168계단 바로 옆  168계단 이용에 어려움을 겪는 주민들을 위해 선로 길이는 약 60m, 기울기 33도의 모노레일이 설치되었다.  모노레일에 탑승하면 탁 트인 부산항 전망과 산복도로의 풍경을 한눈에 감상할 수 있다.  하부와 상부 정거장 사이 중간 지점에 정거장을 하나 만들어 모노레일 운행 중에 하차할 수도 있다.",35.11711,129.0353502,2020-08-12
1박2일코스,김민부전망대,부산광역시 동구 영초윗길 26번길 14,,"김민부 전망대는 불꽃같은 짧은 생애를 살다간 동구가 낳은 천재 시인 김민부를 기리기 위해 설치되었다.  이곳에 서면 부산 앞바다가 훤히 내려다보이는데, 월남 파병 간 군인, 서독으로 간 광부와 간호사, 일본으로 징용 간 소년들까지 돌아오지 못한 이들의 사연들로 넘실댄다.  전망대 한쪽 벽면에는 그가 작사한 가곡 기다리는 마음의 글귀가 고즈넉하게 새겨져 있다.",35.117651,129.035333,2020-08-12
1박2일코스,6.25 막걸리,부산광역시 동구 영초윗길 21,051-467-7887,"김민부 전망대와 이바구공작소 등을 탐방하고 휴식을 취할 수 있는 공간으로 막걸리와 음료, 해물파전 등을 맛볼 수 있는 곳이다.   피란 시절의 애환과 삶의 무게를 이야기하는 의미에서  막걸리로 이름 붙였다.",35.1170468,129.0348222,2020-08-12
1박2일코스,이바구충전소,부산광역시 동구 영초윗길 25,051-467-7887,"6.25피난민들의 삶과 애환이 스며있던 판잣집 및 양철집을 형상화하여 조성하였으며, 초량이바구길 탐방객들의 여행안내소이자 휴식공간, 게스트하우스, 체험공간으로 운영되다가 현재는 셀프쿠킹 체험과 명란로드 투어를 연계한 관광상품 운영 계획 중에 있다. 현재 내부 수리 진행중이며 2020년 하반기 운영 예정이다.",35.1173519,129.034685,2020-08-12
1박2일코스,당산,부산광역시 동구 망양로478번길 13,,"매년 음력 3월과 9월 보름에 초량마을의 수호신인 당산신에게 마을의 풍요와 평안을 기원하는 제를 올리는 곳이다.  마을의 수호신인 당산신(당산할아버지와 당산할머니)을 모신 신령각으로 1993년 4월에 개축하여 현재는 두 채의 건물이 약 100년 수령의 팽나무 아래에  나란히 서 있다. 당산제는 여느 지역의 마을제사와 마찬가지로 언제 누구로부터 시작되었는지는 알려지지 않지만, 이곳은 대략 백여 년의 역사를 가진 마을  제사이며, 마을의 풍요와 평안 등을 기원하는 지역공동체적 의례이다.  ",35.1172686,129.0344899,2020-08-12
1박2일코스,이바구공작소,부산광역시 동구 망양로 486번길14-13,051-468-0289,"배를 본떠 만든 이바구공작소는 2013년 3월 6일 개관한 산복도로의 사람들의 삶과 지역문화 자원을 모으는 아카이브센터다.    자료수집과 전시뿐 아니라 지역 주민들이 참여할 수 있는 다양한 프로그램을 실시하는 열린 공간으로 쓰이며, 산복도로와 관련된 이야기자원들을 이곳에 살고 있는 주민들 스스로 경험하게 하는 소통의 장이기도 하다.",35.1170996,129.0338233,2020-08-12
1박2일코스,장기려 더 나눔 센터,부산광역시 동구 영초윗길 48,051-468-1248,"평생을 가난한 이웃들을 위해 나누고 어려운 처지의 환자들을 돌보는 데 헌신한 성산 장기려 박사의 뜻을 기리기 위해 2013년 4월 1일 장기려 기념 더 나눔 센터가 개소하였다.  한국의 슈바이처라고 불리는 그는 한국 의료보험의 시초라고 할 수 있는 청십자 의료보험 조합을 동구에 설립하였다.  나눔문화의 실천 센터인 더 나눔은 4개의 나눔방(건강나눔방, 동화책방, 마음나눔방, 작은 도서관)으로 구성되어 있으며, 주민들의 건강증진과 문화생활 지원을 위한 다양한 프로그램을 운영 중이다.  ",35.1185359,129.0326525,2020-08-12
1박2일코스,스카이웨이 전망대,"부산광역시 동구 망양로, 금수사~ 부산컴퓨터과학고",,"보행자의 안전과 원활한 차량 통행, 주차 공간 확보 등 지역 주민과 관광객들의 편의를 위해 산복도로 망양로에 적합한 스카이웨이 주차장을 만들고 아울러 전망대를 조성했다.  도로 위 언덕에 약 200m 길이의 인도와 쉼터가 있는 전망대, 그 아래 도로변에 기다란 노상주차공간을 확보해 부산항을 배경으로 다닥다닥 붙은 산복도로의 정감 있는 풍경과 쾌적한 주차 기능을 제공한다.    * 주차대수 : 총58대(일반 : 53대, 장애인전용 : 3대, 버스 : 2대)          ",35.1204871,129.0314726,2020-08-12
1박2일코스,유치환의 우체통,부산광역시 동구 망양로 580번길 2,051-469-9818,"경남여고 교장을 역임하고 좌천동에서 불의의 교통사고로 타계한 청마 유치환 선생을 기리기 위해 지어진 건물로서, 1층 야외공연장과 2층 시인의 방, 3층 전망대로 구성되어 있다. 특히 3층에 설치된 그리움이 있는 우체통은 1년 뒤 수취인에게 전달되는 것으로 유명하며, 유치환의 우체통 옆에는 그의 대표작 행복이 새겨진 황금빛 시비가 빛나고 있다.",35.1220954,129.0338422,2020-08-12
1박2일코스,까꼬막,부산광역시 동구 망양로 569번길 18,070-7333-9195,경상도 사투리로 '산비탈'을 의미하는 까꼬막은 6.25 피난민들의 판잣집을 형상화한 이바구길 관광안내소이자 게스트하우스이다.,35.1229821,129.0357771,2020-08-12
1박2일코스,까꼬막 카페,부산광역시 동구 망양로 600번길 19,070-7333-9195,까꼬막에서 약 20m 떨어진 곳에 위치한 카페로서 일명 천지빼까리라 불린다. 초량이바구길의 마지막 장소로서 1.89km의 여정을 차 한 잔의 여유와 함께 돌아보고 부산항과 산복도로의 멋진 전망으로 코스를 갈무리할 수 있는 곳이다.,35.1233441,129.0358958,2020-08-12
1박2일코스,역사스토리 골목,부산광역시 동구 중앙대로 453 일원,,"부산포 개항가도의 초입에 자리한 역사스토리 골목에 들어서면 색색의 벽화가 눈길을 붙든다. 부산진 일대는 부산포 왜관이 자리했던 곳이며 부산진성 등의 국방시설과 조선통신사의 출발지였던 영가대 등의 유적이 있던 곳으로 한일관계의 첨단이었다.  일제강점기의 역사를 그려낸 벽화, 태극기 포토존 등 한일 역사와 관련된 이야기들이 역사스토리 골목의 면면을 채우고 있다.  ",35.134712,129.05398,2020-08-12
1박2일코스,정공단,부산광역시 동구 정공단로 23,,임진왜란의 첫 전투인 부산진전투에서 순절한 정발 장군과 그를 따른 군민들의 충절을 추모하고자 1766년 부산 첨사 이광국이 설치한 제단이다.    부산 첨사들이 제사를 이어오다가 지방 향사계로 전승됐는데 일제강점기에는 민족혼을 일깨운다는 이유로 폐쇄되기도 했다.  해방 후 향사계가 재조직되어 제향을 잇다가 지금은 사단법인 정공단보존회가 제향을 올리고 있다. 부산광역시 기념물 제 10호로 지정되어 있다.  ,35.135074,129.05385,2020-08-12
1박2일코스,부산진교회,부산광역시 동구 정공단로17번길16,,"한강 이남지역에서 가장 오랜 역사를 자랑하는 교회 중 하나.  설립연도가 정확하게 알려져 있지 않지만 호주인 여선교사들의 선교 활동으로 인해 세워진 것으로 보는 것이 일반적이며, 초대 목사는 호주 출신의 선교사  엥겔(한국명 왕길지)이다. 일신여학교 만세운동을 주도한 교사 주경애와 박신영, 순국당 단장 최병곤, 항일 및 여성운동가 양한나 등 부산진교회 출신  교인들은 부산지역 항일운동의 첨병이기도 했다.",35.1352628,129.053104,2020-08-12
1박2일코스,부산진일신여학교,부산광역시 동구 정공단로17번길 17,,"호주에서 파송되어온 여선교사들이 좌천동에 세운 미우라(Myoora) 고아원을 모태로 만들어진 부산경남 최초의 근대식 여학교다. 부산 최초의 항일운동이 시작된 곳이며 여류소설가 김말봉, 여성정치인 박순천 등의 인물을 배출했다.  근대 서양식 건물의 원형이 잘 보존된 교사 역시 건축사적 의의가 크다. ",35.1348161,129.0528734,2020-08-12
1박2일코스,안용복 기념 부산포개항문화관,부산광역시 동구 증산로 100,051-633-1696,"부산포 개항의 역사를 기억하고 독도를 수호한 안용복 장군의 정신을 기리기 위해 만들어진 문화관이다. 이곳에는 안용복이 두 번에 걸쳐 일본에 건너갔던 행적과 함께 부산포왜관, 두모포왜관, 영가대, 부산진성, 정공단 등 동구 관련 유적들에 관한 자료가 전시되어 있다.",35.1356367,129.0529467,2020-08-12
1박2일코스,경사형 엘리베이터,부산광역시 동구 증산로99번길 일원,,"좌천동의 경사형 엘리베이터는 고지대에 거주하는 지역 주민들과 좌천동을 찾는 관광객들에게 편의를 제공하기 위해 설치됐다. 안용복기념 부산포개항문화관 건너편의 엘리베이터를 타면 가파른 경사의 계단을 오르지 않고도 부산포 개항가도의 최종 목적지인 증산공원까지  쉽게 다다를 수 있다.  지옥의 계단, 천국 같은 전경 자랑하는 움직이는 전망대로 동구 좌천동의 안용복기념 부산포개항문화관에서 증산공원을 잇는 계단은 주민들 사이에서 지옥의 계단이라 불리던 곳이다.  평균 경사 약 37도, 계단 수만 190개에 달한다니 애먼 말도 아니다.    지옥의 계단 구간에 지난 3월부터 경사형 엘리베이터가 운용되고 있다는 반가운 소식이다.  엘리베이터의 외벽은 통유리로 되어 있어 경사를 오르내리는 동안 멀리 북항대교와 탁 트인 산복도로 풍경을 감상할 수 있다.  내부에는 CCTV와 냉난방 시설을 갖추고 3중 장치도 마련하는 등 안전에도 철저히 신경 썼다.    계단이 너무 많아 어려움을 토로하던 관광객들도 훨씬 편하게 부산포 개항가도를 거닐 수 있게 됐다.  엘리베이터를 타고 증산공원까지 탁 트인 전망을 즐기는 것도 동구 탐방의 이색코스가 될 것이다.  ",35.135844,129.052697,2020-08-12
1박2일코스,증산공원,부산광역시 동구 성북로36번길 46,,"1982년 개장한 증산공원은 약 20,000m의 면적에 지역 주민들을 위한 운동 시설과 산책로, 중앙 광장 등으로 조성돼 있다.  증산전망대에 오르면 부산항이 한 눈에 펼쳐진다.    임진왜란 이후 만들어진 왜성의 흔적이 남아 있으며 부산 명칭의 유래에 대한 이야기, 부산진성과 부산진전투에 대한 내용이 산책로를 따라 기록되어 있다.  ",35.1374028,129.0508564,2020-08-12
올빼미코스,초량전통시장 야시장,부산광역시 동구 중앙대로231번길 17,051-442-5445,"다양한 먹거리와 신나는 공연, 오감만족의 체험으로 동구의 밤을 밝히다 1910년대 형성되기 시작해 1960년대 초량전통시장이라는 이름을 내건 이곳은 오늘까지 동구를 대표하는 전통시장으로 자리매김하고 있다.  어스름이 내려앉으면 시장은 낮과는 또 다른 색의 활기를 띈다. 매일 저녁 6시부터 11시까지 초량 전통시장 야시장이 열리기 때문이다.  초량전통시장 야시장의 매대는 터키 케밥, 아이스크림, 베트남 짜조, 인도네시아 다다르 등 다양한 외국먹거리 7종과 지역특산물 1종,케냐 수공예품 1종이 운영되고 있다.특히 초량의 대표적인 지역특산물인 어묵고로케는 언제나 환영받는 인기품목으로 고소한 냄새와 깔끔한 튀김옷은 관광객을 그냥 지나칠 수 없게 만든다.  야시장에 아이디어 넘치는 상품들을 계속 모집 중에 있어 볼거리 먹거리가 앞으로 더욱 풍성해 질 것으로 보인다.    이바구 야시장은 단순히 먹거리, 구경거리를 진열해 놓는 것에 그치지 않는다. 공연, 퍼포먼스, 이벤트 등 소규모 축제가 더해져 풍성한 체험거리를 제공한다.  야시장 주변에 위치한 차이나타운특구, 초량돼지갈비골목, 초량이바구길 등 동구의 특색 있는 전통관광 콘텐츠 및 상품과 어우러져 낭만이 가득한 밤 문화를 즐길 수 있다.",35.1182802,129.0396829,2020-08-12
올빼미코스,스카이웨이 전망대,"부산광역시 동구 망양로, 금수사~ 부산컴퓨터과학고",,"보행자의 안전과 원활한 차량 통행, 주차 공간 확보 등 지역 주민과 관광객들의 편의를 위해 산복도로 망양로에 적합한 스카이웨이 주차장을 만들고 아울러 전망대를 조성했다.  도로 위 언덕에 약 200m 길이의 인도와 쉼터가 있는 전망대, 그 아래 도로변에 기다란 노상주차공간을 확보해 부산항을 배경으로 다닥다닥 붙은 산복도로의 정감 있는 풍경과 쾌적한 주차 기능을 제공한다.    * 주차대수 : 총58대(일반 : 53대, 장애인전용 : 3대, 버스 : 2대)          ",35.1204871,129.0314726,2020-08-12
올빼미코스,유치환의 우체통,부산광역시 동구 망양로 580번길 2,051-469-9818,"경남여고 교장을 역임하고 좌천동에서 불의의 교통사고로 타계한 청마 유치환 선생을 기리기 위해 지어진 건물로서, 1층 야외공연장과 2층 시인의 방, 3층 전망대로 구성되어 있다.    특히 3층에 설치된 그리움이 있는 우체통은 1년 뒤 수취인에게 전달되는 것으로 유명하며, 유치환의 우체통 옆에는 그의 대표작 행복이 새겨진 황금빛 시비가 빛나고 있다.",35.1220954,129.0338422,2020-08-12
올빼미코스,까꼬막 카페,부산광역시 동구 망양로 600번길 19,070-7333-9195,까꼬막에서 약 20m 떨어진 곳에 위치한 카페로서 일명 천지빼까리라 불린다. 초량이바구길의 마지막 장소로서 1.89km의 여정을 차 한 잔의 여유와 함께 돌아보고 부산항과 산복도로의 멋진 전망으로 코스를 갈무리할 수 있는 곳이다.,35.1233441,129.0358958,2020-08-12
